City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
St Petersburg,St.-Petersburg,Russia,,59.9,30.4,Europe/Moscow,brand AtHome,,AS39102 Global Network Management Inc
Pune,Maharashtra,India,411038,18.6,73.7,Asia/Kolkata,Idea Cellular Limited,,AS45271 Idea Cellular Limited
Piedecuesta,Santander Department,Colombia,681011,7.0,-73.0,America/Bogota,EPM Telecomunicaciones S.A. E.S.P.,EPM Telecomunicaciones S.A. E.S.P,AS13489 EPM Telecomunicaciones S.A. E.S.P.
,,,,,,,,,
Buk-gu,Ulsan,South Korea,442,35.6,129.3,Asia/Seoul,Ulsan Jung-Ang Broadcasting Network,JCN,AS45361 Ulsan Jung-Ang Broadcasting Network
,,,,,,,,,
Cleveland,Ohio,United States,44119,41.6,-81.5,America/New_York,Charter Communications,Spectrum,AS10796 Charter Communications Inc
Georgetown,Kentucky,United States,40324,38.2,-84.5,America/New_York,"AT&T Services, Inc.",Private Customer - AT&T Internet Services,"AS7018 AT&T Services, Inc."
Toronto,Ontario,Canada,M6G,43.7,-79.4,America/Toronto,Start Communications,Start Communications,AS40788 Start Communications
Xiaolou,Guangdong,China,,23.4,113.8,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
Niizo,Saitama,Japan,335-0021,35.8,139.7,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
Rongcheng,Anhui,China,,30.6,117.9,Asia/Shanghai,Chinanet,Chinanet AH,AS4134 CHINANET-BACKBONE
Riverside,California,United States,92509,34.0,-117.4,America/Los_Angeles,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS6167 Verizon Business
Seo-gu,Incheon,South Korea,227,37.5,126.7,Asia/Seoul,SK Broadband Co Ltd,NQ Games Co,AS9318 SK Broadband Co Ltd
Seattle,Washington,United States,98108,47.6,-122.3,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Seattle,Washington,United States,98108,47.6,-122.3,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Ostrava,Moravskoslezsky kraj,Czechia,700 30,49.8,18.2,Europe/Prague,FIFEJDY,,AS34093 Nordic Telecom Regional s.r.o.
El Cajon,California,United States,92021,32.8,-116.9,America/Los_Angeles,Cox Communications Inc.,Cox Communications Inc,AS22773 Cox Communications Inc.
Mackay,Queensland,Australia,4740,-21.1,149.2,Australia/Brisbane,SingTel Optus Pty Ltd,Optus Internet Pty Ltd,AS4804 Microplex PTY LTD
,,,,,,,,,
Istanbul,Istanbul,Türkiye,34096,41.0,29.0,Europe/Istanbul,Turkcell Internet,,AS16135 TURKCELL ILETISIM HIZMETLERI A.S.
Rustenburg,North West,South Africa,202,-25.7,27.3,Africa/Johannesburg,Vodacom UMTS Pretoria Silverton North Gauteng INTERNET APN,,AS29975 Vodacom
Pikeville,Kentucky,United States,41501,37.5,-82.5,America/New_York,Mikrotec Internet Services,Mikrotec Internet Services,AS3801 Mikrotec Internet Services
Bieligutai,Inner Mongolia,China,,43.4,115.1,Asia/Shanghai,Neimeng Network of ChinaTelecom,,AS4134 CHINANET-BACKBONE
London,England,United Kingdom,W1B,51.5,-0.1,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
Beijing,Beijing,China,100000,39.9,116.4,Asia/Shanghai,China TieTong Telecommunications Corporation,China TieTong Telecommunications Corporation,AS9394 China TieTong Telecommunications Corporation
Ho Chi Minh City,Ho Chi Minh,Vietnam,,10.8,106.6,Asia/Ho_Chi_Minh,VIETELxdsl,xDSL Services,AS7552 Viettel Group
Massapequa,New York,United States,11758,40.7,-73.5,America/New_York,Cablevision Systems Corp.,Optimum Online (Cablevision Systems),AS6128 Cablevision Systems Corp.
Valinhos,São Paulo,Brazil,13270,-23.0,-47.0,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda
Milton,England,United Kingdom,OX14,51.6,-1.3,Europe/London,HILCO,RM Education Ltd,
Sofia,Sofia-Capital,Bulgaria,1000,42.7,23.3,Europe/Sofia,MEGALAN,Megalan Network Ltd.,AS35141 A1 Bulgaria EAD
,,,,,,,,,
Montevideo,Montevideo Department,Uruguay,11200,-34.9,-56.2,America/Montevideo,Administracion Nacional de Telecomunicaciones,Administracion Nacional de Telecomunicaciones,AS6057 Administracion Nacional de Telecomunicaciones
Shenzhen,Guangdong,China,,22.6,114.1,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
Winlock,Washington,United States,98596,46.5,-122.9,America/Los_Angeles,Washington State K-20 Telecommunications Network,Washington School Information Processing Cooperative,AS10430 Washington State K-20 Telecommunications Network
,,,,,,,,,
,,,,,,,,,
Ojibwa,Wisconsin,United States,54862,45.8,-91.1,America/Chicago,Bevcomm,Inteliquent,AS15100 Bevcomm
,,,,,,,,,
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,,
Taoyuan,Taiwan,Taiwan,,25.0,121.3,Asia/Taipei,Apple Inc.,Apple Inc,AS714 Apple Inc.
Monroe,Louisiana,United States,71203,32.6,-92.1,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
Shenzhen,Guangdong,China,,22.6,114.1,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
Miranda,Miranda,Venezuela,,10.2,-66.4,America/Caracas,Corporación Telemic C.A.,Corporación Telemic C.A,AS21826 Corporación Telemic C.A.
Johannesburg,Gauteng,South Africa,2196,-26.1,28.0,Africa/Johannesburg,MTNNS,,AS16637 MTN SA
,,,,,,,,,
Bristol,England,United Kingdom,BS5,51.5,-2.6,Europe/London,TalkTalk,Carphone Warehouse Broadband Services,AS13285 TalkTalk Communications Limited
,,,,,,,,,
Cuauhtémoc,Mexico City,Mexico,6720,19.4,-99.1,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET
Singapore,Central Singapore,Singapore,48582,1.3,103.9,Asia/Singapore,Amazon Technologies Inc.,AWS EC2 (ap-southeast-1),"AS16509 Amazon.com, Inc."
Palo Alto,California,United States,94304,37.4,-122.1,America/Los_Angeles,HP Inc.,HP Inc,
Putian,Fujian,China,,25.5,119.0,Asia/Shanghai,CNCGroup CHINA169 FuJian province network,,AS4837 CHINA UNICOM China169 Backbone
Brisbane,Queensland,Australia,4000,-27.5,153.0,Australia/Brisbane,Resource Quality Assurance,Resource Quality Assurance,
Chicago,Illinois,United States,60602,41.9,-87.6,America/Chicago,Nokia of America Corporation,Nokia of America Corporation,AS10455 Nokia of America Corporation
Beijing,Beijing,China,,39.9,116.4,Asia/Shanghai,China Mobile Communications Corporation,"BEIJING DRAGON Network co., Ltd.",AS56048 China Mobile Communicaitons Corporation
Seattle,Washington,United States,98115,47.7,-122.3,America/Los_Angeles,CenturyLink,"CenturyLink, Inc","AS209 CenturyLink Communications, LLC"
,,,,,,,,,
Xiaolou,Guangdong,China,,23.4,113.8,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
Berlin,Land Berlin,Germany,10437,52.5,13.4,Europe/Berlin,D2VODAFONE,Vodafone GmbH,AS3209 Vodafone GmbH
Neihu District,Taiwan,Taiwan,,25.1,121.6,Asia/Taipei,"New Century InfoComm Tech. Co., Ltd.",SEEDNET,"AS131586 New Century InfoComm Tech Co., Ltd."
Saint Paul,Minnesota,United States,55145,45.0,-93.1,America/Chicago,T-Mobile USA,"T-Mobile USA, Inc.",
Zurich,Zurich,Switzerland,8070,47.4,8.5,Europe/Zurich,CREDIT-SUISSE-GROUP,CREDIT-SUISSE-GROUP,
Hudson,Florida,United States,34667,28.4,-82.7,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
,,,,,,,,,
Long Lawford,England,United Kingdom,CV23 9EU,52.4,-1.3,Europe/London,Satellite Mediaport Services Ltd.,Satellite Mediaport Services Ltd,AS13126 Satellite Mediaport Services Ltd.
,,,,,,,,,
Thousand Oaks,California,United States,91360,34.2,-118.9,America/Los_Angeles,Teledyne Technologies Incorporated,Teledyne Technologies Incorporated,
Dublin,Leinster,Ireland,D01,53.3,-6.2,Europe/Dublin,HEAnet,HEAnet,AS1213 HEAnet CLG
Golden Valley,Minnesota,United States,55426,45.0,-93.4,America/Chicago,General Mills,"General Mills, Inc.","AS20478 General Mills, Inc."
Zevenhuizen,South Holland,The Netherlands,2761,52.0,4.6,Europe/Amsterdam,Vodafone Ziggo,,AS33915 Vodafone Libertel B.V.
Toronto,Ontario,Canada,M2L,43.8,-79.4,America/Toronto,Rogers Communications Canada Inc.,Ontario Lottery and Gaming,AS812 Rogers Communications Canada Inc.
Chicago,Illinois,United States,60606,41.9,-87.6,America/Chicago,The Boeing Company,The Boeing Company,
Stavanger,Rogaland,Norway,4017,59.0,5.7,Europe/Oslo,ROGALAND-HSR,,AS224 SIKT - KUNNSKAPSSEKTORENS TJENESTELEVERANDOR
,,,,,,,,,
Yongsan-dong,Seoul,South Korea,4371,37.5,127.0,Asia/Seoul,LG DACOM Corporation,Boranet,AS3786 LG DACOM Corporation
Montreal,Quebec,Canada,H4X,45.5,-73.6,America/Toronto,Hydro-Quebec,Hydro-Quebec,
Tempe,Arizona,United States,85281,33.4,-112.0,America/Phoenix,Salt River Project Agricultural Improvement & Power District,Salt River Project Agricultural Improvement and Power District,AS2575 Salt River Project Agricultural Improvement & Power District
Seongnam-si,Gyeonggi-do,South Korea,13606,37.4,127.1,Asia/Seoul,Jeollanamdo Educational Research Information Institute,Korea Telecom,AS38681 Jeollanamdo Educational Research Information Institute
Virginia Beach,Virginia,United States,23454,36.8,-76.0,America/New_York,Cox Communications Inc.,Cox Communications,AS22773 Cox Communications Inc.
Darnall,KwaZulu-Natal,South Africa,4480,-29.3,31.4,Africa/Johannesburg,Telkom SA Ltd.,Telkom SA Limited,AS37457 Telkom SA Ltd.
Boston,Massachusetts,United States,2205,42.4,-71.1,America/New_York,Fidelity Investments,Fidelity Investments,
Minato-ku,Tokyo,Japan,105-0012,35.7,139.8,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
Yintai,Shaanxi,China,,35.4,109.2,Asia/Shanghai,Chinanet,Chinanet SN,AS4134 CHINANET-BACKBONE
Utrecht,Utrecht,The Netherlands,3512,52.1,5.1,Europe/Amsterdam,SURFnet III b,SURFnet bv,AS1101 SURF B.V.
Lansing,Michigan,United States,48901,42.7,-84.5,America/Detroit,FreedomNet,Amateur Radio Digital Communications,AS22829 FreedomNet
Quilicura,Santiago Metropolitan,Chile,,-33.4,-70.7,America/Santiago,Telmex Servicios Empresariales S.A.,Telmex Servicios Empresariales S.A,AS6535 Telmex Servicios Empresariales S.A.
Paris,Île-de-France,France,75000,48.9,2.4,Europe/Paris,BOUYGUES Telecom ISP Wireline,,AS5410 Bouygues Telecom SA
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Chicago,Illinois,United States,60666,41.9,-87.6,America/Chicago,Rackspace Hosting,Rackspace Hosting,AS19994 Rackspace Hosting
Cairo,Cairo Governorate,Egypt,,30.1,31.2,Africa/Cairo,TE Data,,AS8452 TE-AS
,,,,,,,,,
Québec,Quebec,Canada,G1W,46.8,-71.3,America/Toronto,Le Groupe Videotron Ltee,Videotron Ltee,AS5769 Videotron Ltee
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Hong Kong,Kowloon,Hong Kong,96521,22.3,114.2,Asia/Hong_Kong,Greacon Limited,Mall Ltd,AS208770 Greacon Limited
Fairfax,Virginia,United States,22030,38.9,-77.3,America/New_York,Diplomatic Telecommunications Services - Program Office (DTS-PO),Diplomatic Telecommunications Services - Program Office,
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Kildare,Leinster,Ireland,R56,53.2,-6.8,Europe/Dublin,HEANET,,AS1213 HEAnet CLG
Birmingham,Alabama,United States,35201,33.5,-86.8,America/Chicago,National Aeronautics and Space Administration,National Aeronautics and Space Administration,
Chennai,Tamil Nadu,India,600001,13.1,80.3,Asia/Kolkata,Dishnet Wireless limited,,
Lipu,Zhejiang,China,,29.1,119.8,Asia/Shanghai,China Telecom,,AS140485 CHINATELECOM ZHEJIANG province HANGZHOU 5GC network
Bupyeong-gu,Incheon,South Korea,21443,37.5,126.7,Asia/Seoul,Korea Telecom,Korea Telecom,AS4766 Korea Telecom
Houston,Texas,United States,77042,29.7,-95.6,America/Chicago,Verizon Business,"CADCentre, Inc.",AS701 Verizon Business
Auckland,Auckland,New Zealand,1010,-36.9,174.8,Pacific/Auckland,BBA-SPARK,Spark New Zealand Trading Ltd,
Brescia,Lombardy,Italy,25124,45.5,10.2,Europe/Rome,Imiweb Bank S.p.A,UBI Sistemi e Servizi S.c.p.a,
Chiyoda,Tokyo,Japan,100-8111,35.7,139.8,Asia/Tokyo,Kddi Corporation,KDDI,AS2516 KDDI CORPORATION
,,,,,,,,,
Nairobi,Nairobi County,Kenya,,-1.3,36.8,Africa/Nairobi,Airtel KE Mobile & Fixed Internet,,AS327708 Airtel Rwanda Ltd
Madrid,Madrid,Spain,28070,40.4,-3.7,Europe/Madrid,Telefonica De Espana S.A.U.,Multichoice Africa Limited,AS3352 TELEFONICA DE ESPANA S.A.U.
Centreville,Virginia,United States,20120,38.8,-77.4,America/New_York,American Registry Internet Numbers,American Registry Internet Numbers,
Rahway,New Jersey,United States,7065,40.6,-74.3,America/New_York,Merck and Co,"Merck and Co., Inc",
,,,,,,,,,
Monroe,Louisiana,United States,71203,32.6,-92.1,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
Stockholm,Stockholm County,Sweden,100 04,59.3,18.1,Europe/Stockholm,Tele2 SWIPNET,Mobile Services,AS1257 Tele2 Sverige AB
Amsterdam,North Holland,The Netherlands,1098,52.4,5.0,Europe/Amsterdam,Schlumberger Limited,Schlumberger Limited,AS72 Schlumberger Limited
Pok Fu Lam,Southern,Hong Kong,96521,22.3,114.1,Asia/Hong_Kong,Joint Universities Computer Centre Limited,Joint Universities Computer Centre Limited,AS137207 Joint Universities Computer Centre Limited
Taipei,Taiwan,Taiwan,,25.0,121.6,Asia/Taipei,Taiwan Fixed Network,"Taiwan Telecommunication Network Services Co., LTD.","AS9924 Taiwan Fixed Network, Telco and Network Service Provider."
Lima,Lima Province,Peru,,-12.0,-77.0,America/Lima,Optical Technologies S.A.C.,Consorcio Viaducto Gambetta,AS27843 WIN EMPRESAS S.A.C.
Shanghai,Shanghai,China,,31.2,121.5,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group)
Dublin,Leinster,Ireland,D02,53.3,-6.3,Europe/Dublin,Amazon Technologies Inc.,AWS EC2 (eu-west-1),"AS16509 Amazon.com, Inc."
,,,,,,,,,
Cernusco sul Naviglio,Lombardy,Italy,20063,45.5,9.3,Europe/Rome,Noixa Low Latency Network,,
Zeist,Utrecht,The Netherlands,3705,52.1,5.2,Europe/Amsterdam,SURFnet II b,"Graafschap College, Slingelaan 1, NL-7001 EA Doetinchem",AS1103 SURF B.V.
Albuquerque,New Mexico,United States,87110,35.1,-106.6,America/Denver,CenturyLink,"CenturyLink, Inc","AS209 CenturyLink Communications, LLC"
,,,,,,,,,
Kuopio,North Savo,Finland,70111,62.9,27.7,Europe/Helsinki,Enfo Oyj,ENFO,AS29282 Enfo Oy
Iasi,Iași County,Romania,700489,47.2,27.6,Europe/Bucharest,Orange Romania Network,Orange Romania S.A,AS8953 Orange Romania S.A.
,,,,,,,,,
Los Angeles,California,United States,90009,34.1,-118.2,America/Los_Angeles,Intercontinental Internet Data Corp,Cloud Innovation Ltd,AS35916 MULTACOM CORPORATION
Jamnagar,Gujarat,India,361001,22.4,70.1,Asia/Kolkata,BUBBLE-SERVER-LLP,Bubble Server LLP,
Melbourne,Victoria,Australia,3910,-38.2,145.2,Australia/Melbourne,SingTel Optus Pty Ltd,Optus Internet Pty Ltd,AS4804 Microplex PTY LTD
LaSalle,Quebec,Canada,H8N,45.4,-73.6,America/Toronto,Altima Telecom,Altima Solutions Limited,AS22423 Altima Telecom
London,England,United Kingdom,W1B,51.5,-0.1,Europe/London,Amazon Technologies Inc.,AWS CloudFront (GLOBAL),
Minato-ku,Tokyo,Japan,104-0045,35.7,139.8,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB Corp.,AS17676 SoftBank Corp.
Madrid,Madrid,Spain,28001,40.4,-3.7,Europe/Madrid,RIMA (Red IP Multi Acceso),,AS3352 TELEFONICA DE ESPANA S.A.U.
Rio de Janeiro,Rio de Janeiro,Brazil,20000-000,-22.9,-43.2,America/Sao_Paulo,Oi S.A. - Em Recuperação Judicial,Oi S.A. - Em Recuperação Judicial,AS14571 Oi S.A. - Em Recuperação Judicial
Kuala Lumpur,Kuala Lumpur,Malaysia,50515,3.1,101.7,Asia/Kuala_Lumpur,TM TECHNOLOGY SERVICES SDN BHD,Adsl Streamyx,AS4788 TM TECHNOLOGY SERVICES SDN. BHD.
Seattle,Washington,United States,98108,47.6,-122.3,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Gimhae,Gyeongsangnam-do,South Korea,510,35.2,128.8,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
Washington,District of Columbia,United States,20548,38.9,-77.0,America/New_York,U.S. Government Accountability Office,U.S. Government Accountability Office,
Dublin,Leinster,Ireland,D02,53.3,-6.3,Europe/Dublin,NTL Ireland,,AS6830 Liberty Global B.V.
Talavera de la Reina,Castille-La Mancha,Spain,45600,40.0,-4.8,Europe/Madrid,Telefonica de Espana SAU,RIMA (Red IP Multi Acceso),AS3352 TELEFONICA DE ESPANA S.A.U.
,,,,,,,,,
,,,,,,,,,
San Francisco,California,United States,94109,37.8,-122.4,America/Los_Angeles,Microsoft Corporation,Microsoft Azure Cloud (westus),AS8075 Microsoft Corporation
Kyiv,Kyiv City,Ukraine,1011,50.5,30.5,Europe/Kiev,SELDICO,,AS62117 Subsidiary with 100 percent foreign investment SELDIKO
Redmond,Washington,United States,98052,47.7,-122.1,America/Los_Angeles,AT&T Mobility LLC,AT&T Mobility LLC,
Tijuana,Baja California,Mexico,22536,32.5,-117.0,America/Tijuana,Uninet S.A. de C.V.,"Telefonos del Noroeste, S.A. de C.V",AS8151 UNINET
Guiyang,Guizhou,China,,26.6,106.7,Asia/Shanghai,Cloud Computing Corporation,Chinanet SD,AS58519 Cloud Computing Corporation
Newark,New Jersey,United States,7102,40.7,-74.2,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
,,,,,,,,,
Utrecht,Utrecht,The Netherlands,3512,52.1,5.1,Europe/Amsterdam,SURFnet III a,SURFnet bv,AS1101 SURF B.V.
San José,Provincia de San Jose,Costa Rica,10109,9.9,-84.1,America/Costa_Rica,Instituto Costarricense de Electricidad y Telecom.,LIMON,AS11830 Instituto Costarricense de Electricidad y Telecom.
Rotterdam,South Holland,The Netherlands,3066,51.9,4.5,Europe/Amsterdam,KPN B.V,Entree Vert,AS1136 KPN B.V.
Madrid,Madrid,Spain,28045,40.4,-3.7,Europe/Madrid,Uni2 1,,AS12479 Orange Espagne SA
Sierra Vista,Arizona,United States,85613,31.6,-110.4,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
Xiaolou,Guangdong,China,,23.4,113.8,Asia/Shanghai,CHINANET-GD,Chinanet GD,
Brasília,Federal District,Brazil,70640,-15.8,-47.9,America/Sao_Paulo,Servico Federal De Processamento De Dados - Serpro,Servico Federal De Processamento De Dados - Serpro,AS10954 SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO
,,,,,,,,,
Newark,New Jersey,United States,7175,40.7,-74.2,America/New_York,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS22394 Verizon Business
Moscow,Moscow,Russia,,55.6,37.5,Europe/Moscow,Telecom Service LLC,FORCELINE,AS51343 Telecom Service LLC
Beijing,Beijing,China,,39.9,116.4,Asia/Shanghai,Etelnet,"Beijing Etelphone Technology CO., LTD",
Toronto,Ontario,Canada,M1X,43.8,-79.2,America/Toronto,NSI (Holdings) Limited,Together Networks Limited,AS196962 NSI (Holdings) Limited
Ashburn,Virginia,United States,20147,39.1,-77.5,America/New_York,DXC US Latin America Corporation,DXC US Latin America Corporation,AS21877 DXC US Latin America Corporation
Villiers-Saint-Fréderic,Île-de-France,France,78640,48.8,1.9,Europe/Paris,RENAULT,Renault,
,,,,,,,,,
Nuremberg,Bavaria,Germany,90475,49.4,11.2,Europe/Berlin,Contabo GmbH,Contabo GmbH,AS51167 Contabo GmbH
Chiyoda,Tokyo,Japan,100-8111,35.7,139.8,Asia/Tokyo,CSF-CABLELINE,Kyushu Tele Communications Company,
Newark,New Jersey,United States,7102,40.7,-74.2,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
Chicago,Illinois,United States,60666,41.9,-87.6,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
Reseda,California,United States,91335,34.2,-118.5,America/Los_Angeles,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
Martlesham,England,United Kingdom,IP5,52.1,1.3,Europe/London,BTnet,,AS2856 British Telecommunications PLC
,,,,,,,,,
Boydton,Virginia,United States,23917,36.7,-78.4,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (usgovvirginia),AS8070 Microsoft Corporation
London,England,United Kingdom,W1B,51.5,-0.1,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
,,,,,,,,,
,,,,,,,,,
Radcliffe on Trent,England,United Kingdom,NG12,53.0,-1.0,Europe/London,Virgin Media Limited,Senior Internet Ltd,AS5089 Virgin Media Limited
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Komone,Tokyo,Japan,173-0031,35.7,139.7,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
Brasov,Brașov County,Romania,500482,45.7,25.6,Europe/Bucharest,RCS & RDS,RCS & RDS Residential,AS8708 RCS & RDS
Monroe,Louisiana,United States,71203,32.6,-92.1,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
Dearborn,Michigan,United States,48121,42.3,-83.2,America/Detroit,Ford Motor Company,Ford Motor Company,
Baltimore,Maryland,United States,21202,39.3,-76.6,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS33657 Comcast Cable Communications, LLC"
New York,New York,United States,10123,40.7,-74.0,America/New_York,"AT&T Services, Inc.",AT&T Internet Services,"AS7018 AT&T Services, Inc."
,,,,,,,,,
Huntsville,Texas,United States,77341,30.7,-95.6,America/Chicago,Sam Houston State University,Sam Houston State University,AS33187 Sam Houston State University
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Brazlândia,Federal District,Brazil,72700,-15.7,-48.2,America/Sao_Paulo,V tal,V tal,AS8167 V tal
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,,
Orlando,Florida,United States,32837,28.4,-81.4,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
,,,,,,,,,
Bhopal,Madhya Pradesh,India,464993,23.3,77.4,Asia/Kolkata,RCOM-Wireless-3G,Reliance Communication Ltd,
,,,,,,,,,
Hangzhou,Zhejiang,China,,30.3,120.2,Asia/Shanghai,Chinanet,Ytwl,AS58461 CT-HangZhou-IDC
,,,,,,,,,
Ashburn,Virginia,United States,20147,39.1,-77.5,America/New_York,Amazon.com,DXC US Latin America Corporation,
Waco,Texas,United States,76706,31.5,-97.1,America/Chicago,Texas State Technical College at Waco,Texas State Technical College at Waco,AS17327 Texas State Technical College at Waco
Heilbronn,Baden-Wurttemberg,Germany,74072,49.1,9.2,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
,,,,,,,,,
Beijing,Beijing,China,,39.9,116.4,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
Petaling Jaya,Selangor,Malaysia,46050,3.1,101.6,Asia/Kuala_Lumpur,P1NETWORKS,,
,,,,,,,,,
Shenzhen,Guangdong,China,518000,22.5,114.1,Asia/Shanghai,China Internet Network Information Center,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
Beijing,Beijing,China,100000,39.9,116.4,Asia/Shanghai,China Networks Inter-Exchange,Bjenet,AS4847 China Networks Inter-Exchange
Des Plaines,Illinois,United States,60016,42.0,-87.9,America/Chicago,Verizon Business,Verizon Business,AS6167 Verizon Business
Sant Cugat del Vallès,Catalonia,Spain,8190,41.5,2.1,Europe/Madrid,RIMA (Red IP Multi Acceso),,AS3352 TELEFONICA DE ESPANA S.A.U.
London,England,United Kingdom,W1B,51.5,-0.1,Europe/London,Verizon Business,Verizon Nederland B.V.,AS702 Verizon Business
London,England,United Kingdom,W1B,51.5,-0.1,Europe/London,Serco Solutions Limited,Serco Group PLC,
Eschborn,Hesse,Germany,65760,50.1,8.6,Europe/Berlin,Vodafone Global Enterprise Inc.,Vodafone D2 GmbH,AS3209 Vodafone GmbH
Madrid,Madrid,Spain,28050,40.5,-3.7,Europe/Madrid,Telefonica de Espana SAU,RIMA (Red IP Multi Acceso),AS3352 TELEFONICA DE ESPANA S.A.U.
Atlanta,Georgia,United States,30301,33.7,-84.4,America/New_York,"Akamai Technologies, Inc.",Linode,AS63949 Akamai Connected Cloud
Durham,North Carolina,United States,27709,35.9,-78.9,America/New_York,IBM,IBM,
Sierra Vista,Arizona,United States,85613,31.6,-110.4,America/Phoenix,DoD Network Information Center,USAISC,AS367 DoD Network Information Center
Epping,New Hampshire,United States,3042,43.0,-71.1,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7015 Comcast Cable Communications, LLC"
London,England,United Kingdom,W1B,51.5,-0.1,Europe/London,Societe Internationale de Telecommunications Aeronautiques,Societe Internationale de Telecommunications Aeronautiques,
,,,,,,,,,
London,England,United Kingdom,W1B,51.5,-0.1,Europe/London,Amazon.com,"Amazon.com, Inc.",
Portland,Oregon,United States,97207,45.5,-122.7,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
Shenzhen,Guangdong,China,,22.5,114.1,Asia/Shanghai,Tencent Cloud Computing,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
London,England,United Kingdom,W1B,51.5,-0.1,Europe/London,Morgan Stanley Group Inc.,Morgan Stanley Group Inc.,
Kyiv,Kyiv City,Ukraine,3113,50.5,30.5,Europe/Kyiv,Bilink LLC,Bilink,AS48683 Bilink LLC
Luçon,Pays de la Loire,France,85400,46.5,-1.2,Europe/Paris,Orange,,AS3215 Orange S.A.
Irwin,Pennsylvania,United States,15642,40.3,-79.7,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7016 Comcast Cable Communications, LLC"
,,,,,,,,,
