IMSI,ip_diversity,device_hopping,location_variation,net_switching,subnet_diversity,is_anomaly,risk_score
2738696648,2,2,2,2,2,0,16.59
2753700410,2,2,2,1,2,0,29.47
2758045292,2,2,2,2,2,0,16.59
2763628144,6,6,6,3,6,1,72.27
2772610540,4,4,4,3,4,0,47.35
2780056088,2,2,2,2,2,0,16.59
2781469539,2,2,2,1,2,0,29.47
2781832524,2,2,2,2,2,0,16.59
2786807042,4,4,4,2,4,0,37.74
2787747016,2,2,2,2,2,0,16.59
2789027645,4,4,4,3,4,0,47.35
2789117456,4,4,4,2,4,0,37.74
2792904699,2,2,2,1,2,0,29.47
2796244527,2,2,2,2,2,0,16.59
2798257998,2,2,2,2,2,0,16.59
2807335006,2,2,2,2,2,0,16.59
2815037017,4,4,4,2,4,0,37.74
2816727966,6,6,6,3,6,1,72.27
2817074436,6,6,6,3,6,1,72.27
2830568208,8,8,8,3,8,1,96.47
2835887421,2,2,2,2,2,0,16.59
2836440892,2,2,2,2,2,0,16.59
2842678617,2,2,2,1,2,0,29.47
2845541408,2,2,2,2,2,0,16.59
2845848749,2,2,2,2,2,0,16.59
2858498114,2,2,2,2,2,0,16.59
2863270231,2,2,2,2,2,0,16.59
2879826225,4,4,4,3,4,0,47.35
2886887924,2,2,2,2,2,0,16.59
2890823710,4,4,4,2,4,0,37.74
2892074595,2,2,2,2,2,0,16.59
2897487411,2,2,2,1,2,0,29.47
2900042199,4,4,4,3,4,0,47.35
2903856980,4,4,4,3,4,0,47.35
2908311686,4,4,4,2,4,0,37.74
2919565058,2,2,2,1,2,0,29.47
2919742694,2,2,2,2,2,0,16.59
2928422223,2,2,2,2,2,0,16.59
2933801070,4,4,4,2,4,0,37.74
2944149253,4,4,4,3,4,0,47.35
2944551166,2,2,2,1,2,0,29.47
2950143748,2,2,2,2,2,0,16.59
2964447725,2,2,2,1,2,0,29.47
2980651527,2,2,2,2,2,0,16.59
2989042698,4,4,4,2,4,0,37.74
2991406884,2,2,2,1,2,0,29.47
2997385442,2,2,2,2,2,0,16.59
2998858491,2,2,2,1,2,0,29.47
3001618321,2,2,2,2,2,0,16.59
3009715475,4,4,4,2,4,0,37.74
3015972242,6,6,6,3,6,1,72.27
3018179607,4,4,4,3,4,0,47.35
3019220956,2,2,2,2,2,0,16.59
3033467711,4,4,4,2,4,0,37.74
3035821726,2,2,2,2,2,0,16.59
3040479416,2,2,2,2,2,0,16.59
3043494815,4,4,4,2,4,0,37.74
3045741298,2,2,2,2,2,0,16.59
3046875063,2,2,2,2,2,0,16.59
3052361416,2,2,2,2,2,0,16.59
3059126620,4,4,4,3,4,0,47.35
3064211684,4,4,4,3,4,0,47.35
3068317641,2,2,2,2,2,0,16.59
3068811640,2,2,2,1,2,0,29.47
3069358824,2,2,2,2,2,0,16.59
3075384185,2,2,2,2,2,0,16.59
3081969544,2,2,2,2,2,0,16.59
3089612694,4,4,4,3,4,0,47.35
3090740635,2,2,2,1,2,0,29.47
3104502589,2,2,2,2,2,0,16.59
3107773533,2,2,2,1,2,0,29.47
3117753312,2,2,2,1,2,0,29.47
3122264923,2,2,2,2,2,0,16.59
3130667123,2,2,2,1,2,0,29.47
3140982127,2,2,2,1,2,0,29.47
3142147238,4,4,4,2,4,0,37.74
3145726542,2,2,2,1,2,0,29.47
3145945681,2,2,2,2,2,0,16.59
3150810866,2,2,2,1,2,0,29.47
3152605794,2,2,2,1,2,0,29.47
3152742054,2,2,2,2,2,0,16.59
3153070791,2,2,2,2,2,0,16.59
3153389601,4,4,4,3,4,0,47.35
3160350245,2,2,2,2,2,0,16.59
3170695560,2,2,2,1,2,0,29.47
3172366704,2,2,2,2,2,0,16.59
3176158650,4,4,4,2,4,0,37.74
3181958837,4,4,4,3,4,0,47.35
3183823708,2,2,2,1,2,0,29.47
3188534026,2,2,2,2,2,0,16.59
3190857346,4,4,4,2,4,0,37.74
3192134249,2,2,2,2,2,0,16.59
3201629073,2,2,2,2,2,0,16.59
3201970307,2,2,2,2,2,0,16.59
3211190266,2,2,2,2,2,0,16.59
3216656910,4,4,4,2,4,0,37.74
3225091557,2,2,2,2,2,0,16.59
3229918128,4,4,4,3,4,0,47.35
3231951215,2,2,2,1,2,0,29.47
3238876766,2,2,2,1,2,0,29.47
3242466047,2,2,2,2,2,0,16.59
3245381097,4,4,4,2,4,0,37.74
3246872203,2,2,2,1,2,0,29.47
3249675745,2,2,2,2,2,0,16.59
3254601891,2,2,2,1,2,0,29.47
3259399337,2,2,2,2,2,0,16.59
3260586942,4,4,4,3,4,0,47.35
3262144537,2,2,2,1,2,0,29.47
3267273326,2,2,2,1,2,0,29.47
3270289966,2,2,2,2,2,0,16.59
3272795687,2,2,2,2,2,0,16.59
3278668689,4,4,4,2,4,0,37.74
3278928243,2,2,2,1,2,0,29.47
3282251964,4,4,4,2,4,0,37.74
3286140245,2,2,2,2,2,0,16.59
3286326667,4,4,4,2,4,0,37.74
3294807426,2,2,2,2,2,0,16.59
3302415984,2,2,2,2,2,0,16.59
3303815695,4,4,4,2,4,0,37.74
3322855660,2,2,2,1,2,0,29.47
3323430658,4,4,4,3,4,0,47.35
3324335069,4,4,4,3,4,0,47.35
3333939578,2,2,2,1,2,0,29.47
3334911415,2,2,2,1,2,0,29.47
3341812916,4,4,4,3,4,0,47.35
3342342583,2,2,2,2,2,0,16.59
3342643350,2,2,2,2,2,0,16.59
3342708668,2,2,2,2,2,0,16.59
3351424496,4,4,4,2,4,0,37.74
3359848086,6,6,6,3,6,1,72.27
3360809010,2,2,2,2,2,0,16.59
3364770413,2,2,2,2,2,0,16.59
3367960828,2,2,2,2,2,0,16.59
3369318062,2,2,2,2,2,0,16.59
3383312467,2,2,2,2,2,0,16.59
3384309269,2,2,2,2,2,0,16.59
3387928392,2,2,2,1,2,0,29.47
3400127622,2,2,2,2,2,0,16.59
3403627562,2,2,2,2,2,0,16.59
3413164752,2,2,2,2,2,0,16.59
3417005455,2,2,2,2,2,0,16.59
3420457813,2,2,2,1,2,0,29.47
3423867077,2,2,2,2,2,0,16.59
3425073305,4,4,4,2,4,0,37.74
3427973029,2,2,2,2,2,0,16.59
3437798240,8,8,8,3,8,1,96.47
3445459566,6,6,6,2,6,1,84.72
3446332465,2,2,2,2,2,0,16.59
3448466117,4,4,4,2,4,0,37.74
3477496337,2,2,2,2,2,0,16.59
3480022642,2,2,2,2,2,0,16.59
3499372699,2,2,2,2,2,0,16.59
3499850308,2,2,2,2,2,0,16.59
3502142106,4,4,4,2,4,0,37.74
3504056695,2,2,2,2,2,0,16.59
3506656605,2,2,2,2,2,0,16.59
3519997211,4,4,4,2,4,0,37.74
3534705070,2,2,2,2,2,0,16.59
3538676259,2,2,2,1,2,0,29.47
3541597099,4,4,4,2,4,0,37.74
3547607512,2,2,2,1,2,0,29.47
3552157043,2,2,2,2,2,0,16.59
3554042316,4,4,4,3,4,0,47.35
3565026715,4,4,4,3,4,0,47.35
3567480957,2,2,2,2,2,0,16.59
3567941540,2,2,2,2,2,0,16.59
3587662690,4,4,4,2,4,0,37.74
3590627094,2,2,2,1,2,0,29.47
3592172340,2,2,2,2,2,0,16.59
3596653390,2,2,2,1,2,0,29.47
3614345648,2,2,2,1,2,0,29.47
3615926686,8,8,8,3,8,1,96.47
3620275582,2,2,2,1,2,0,29.47
3630944238,4,4,4,2,4,0,37.74
3634957885,4,4,4,1,4,1,59.46
3639264957,2,2,2,2,2,0,16.59
3645257775,2,2,2,2,2,0,16.59
3650456869,4,4,4,2,4,0,37.74
3650941626,2,2,2,2,2,0,16.59
3653755849,2,2,2,1,2,0,29.47
3657661565,2,2,2,2,2,0,16.59
3669471834,2,2,2,1,2,0,29.47
3678621078,2,2,2,1,2,0,29.47
3680199050,2,2,2,1,2,0,29.47
3682332904,4,4,4,3,4,0,47.35
3690866022,2,2,2,2,2,0,16.59
3693080118,2,2,2,2,2,0,16.59
3701242446,4,4,4,2,4,0,37.74
3705741037,2,2,2,1,2,0,29.47
3723073571,2,2,2,2,2,0,16.59
3740278062,6,6,6,2,6,1,84.72
3740779433,2,2,2,1,2,0,29.47
3744571991,4,4,4,2,4,0,37.74
3754807805,2,2,2,1,2,0,29.47
3757383959,2,2,2,2,2,0,16.59
3771886263,2,2,2,1,2,0,29.47
3775044806,2,2,2,2,2,0,16.59
3783063963,2,2,2,2,2,0,16.59
3791212110,2,2,2,2,2,0,16.59
3805732136,6,6,6,3,6,1,72.27
3822382235,2,2,2,1,2,0,29.47
3822442951,8,8,8,3,8,1,96.47
3828232668,2,2,2,2,2,0,16.59
3831918043,2,2,2,1,2,0,29.47
3831934891,4,4,4,3,4,0,47.35
3842513542,2,2,2,1,2,0,29.47
3852146111,2,2,2,1,2,0,29.47
3855555051,4,4,4,3,4,0,47.35
3859524050,4,4,4,2,4,0,37.74
3864883626,2,2,2,1,2,0,29.47
3865568502,2,2,2,2,2,0,16.59
3866429742,4,4,4,2,4,0,37.74
3866897073,2,2,2,2,2,0,16.59
3868165223,6,6,6,2,6,1,84.72
3875082768,2,2,2,2,2,0,16.59
3878753577,4,4,4,3,4,0,47.35
3882810592,2,2,2,1,2,0,29.47
3885160607,2,2,2,1,2,0,29.47
3885681193,2,2,2,2,2,0,16.59
3885978719,2,2,2,2,2,0,16.59
3900251213,2,2,2,1,2,0,29.47
3920604294,4,4,4,2,4,0,37.74
3921609228,4,4,4,3,4,0,47.35
3926142939,2,2,2,1,2,0,29.47
3927769843,2,2,2,1,2,0,29.47
3928403476,2,2,2,2,2,0,16.59
3939881869,4,4,4,3,4,0,47.35
3943804032,2,2,2,2,2,0,16.59
3943988442,4,4,4,2,4,0,37.74
3944060146,2,2,2,1,2,0,29.47
3950111525,2,2,2,2,2,0,16.59
3953481105,2,2,2,1,2,0,29.47
3958739592,4,4,4,3,4,0,47.35
3959459211,2,2,2,1,2,0,29.47
3960424081,2,2,2,1,2,0,29.47
3961219051,2,2,2,2,2,0,16.59
3967705467,6,6,6,3,6,1,72.27
3968860102,2,2,2,1,2,0,29.47
3978157341,2,2,2,2,2,0,16.59
3986383466,4,4,4,2,4,0,37.74
3988784295,2,2,2,2,2,0,16.59
3990163587,4,4,4,3,4,0,47.35
3992052229,6,6,6,3,6,1,72.27
3996263779,2,2,2,1,2,0,29.47
3996979339,2,2,2,2,2,0,16.59
3997049835,2,2,2,1,2,0,29.47
3998376732,2,2,2,2,2,0,16.59
4013265373,2,2,2,1,2,0,29.47
4017234467,2,2,2,2,2,0,16.59
4024938713,2,2,2,2,2,0,16.59
4025885510,2,2,2,2,2,0,16.59
4026356887,2,2,2,1,2,0,29.47
4028974093,4,4,4,3,4,0,47.35
4032892624,4,4,4,2,4,0,37.74
4041627422,8,8,8,2,8,1,100.0
4042100149,2,2,2,2,2,0,16.59
4051431641,4,4,4,2,4,0,37.74
4055306113,4,4,4,3,4,0,47.35
4057445099,8,8,8,3,8,1,96.47
4058151939,2,2,2,2,2,0,16.59
4060154138,2,2,2,1,2,0,29.47
4067200784,2,2,2,1,2,0,29.47
4070366656,2,2,2,2,2,0,16.59
4088331838,2,2,2,1,2,0,29.47
4099073722,2,2,2,2,2,0,16.59
4109600661,4,4,4,3,4,0,47.35
4117309850,2,2,2,2,2,0,16.59
4118727429,2,2,2,1,2,0,29.47
4125313795,6,6,6,3,6,1,72.27
4152807864,4,4,4,2,4,0,37.74
4156676527,2,2,2,2,2,0,16.59
4158744915,6,6,6,2,6,1,84.72
4162796365,2,2,2,2,2,0,16.59
4163166417,2,2,2,2,2,0,16.59
4172156229,2,2,2,2,2,0,16.59
4176697068,2,2,2,1,2,0,29.47
4178321126,4,4,4,3,4,0,47.35
4178679393,2,2,2,2,2,0,16.59
4186203036,4,4,4,3,4,0,47.35
4189508164,6,6,6,3,6,1,72.27
4196156078,2,2,2,1,2,0,29.47
4201173101,2,2,2,1,2,0,29.47
4205668073,4,4,4,2,4,0,37.74
4208481395,2,2,2,2,2,0,16.59
4210379982,6,6,6,3,6,1,72.27
4220618506,2,2,2,2,2,0,16.59
4220704310,4,4,4,2,4,0,37.74
4223653271,2,2,2,2,2,0,16.59
4234016361,6,6,6,3,6,1,72.27
4235914261,2,2,2,1,2,0,29.47
4243837390,2,2,2,2,2,0,16.59
4250122915,2,2,2,1,2,0,29.47
4272943610,4,4,4,3,4,0,47.35
4275090161,2,2,2,2,2,0,16.59
4275617372,2,2,2,1,2,0,29.47
4279191637,2,2,2,2,2,0,16.59
4280911541,2,2,2,1,2,0,29.47
4285969325,4,4,4,3,4,0,47.35
4290436827,2,2,2,1,2,0,29.47
4293264570,4,4,4,3,4,0,47.35
4295995719,2,2,2,2,2,0,16.59
4302120663,4,4,4,3,4,0,47.35
4302178167,2,2,2,2,2,0,16.59
4306287345,2,2,2,1,2,0,29.47
4317191633,2,2,2,2,2,0,16.59
4335623950,2,2,2,2,2,0,16.59
4335670860,6,6,6,3,6,1,72.27
4337504793,2,2,2,2,2,0,16.59
4339971236,2,2,2,2,2,0,16.59
4345581223,4,4,4,2,4,0,37.74
4346858639,2,2,2,1,2,0,29.47
4347769587,2,2,2,2,2,0,16.59
4351906698,2,2,2,2,2,0,16.59
4362331931,2,2,2,1,2,0,29.47
4366647984,2,2,2,1,2,0,29.47
4368869148,2,2,2,2,2,0,16.59
4369285156,2,2,2,2,2,0,16.59
4373053596,2,2,2,2,2,0,16.59
4378872427,2,2,2,1,2,0,29.47
4380299034,4,4,4,2,4,0,37.74
4381779989,2,2,2,1,2,0,29.47
4383805826,2,2,2,2,2,0,16.59
4384092771,4,4,4,2,4,0,37.74
4384249818,2,2,2,1,2,0,29.47
4385009537,2,2,2,1,2,0,29.47
4385800999,2,2,2,2,2,0,16.59
4386668470,2,2,2,2,2,0,16.59
4399106227,2,2,2,2,2,0,16.59
4409079772,2,2,2,2,2,0,16.59
4411197388,2,2,2,2,2,0,16.59
4415136124,2,2,2,2,2,0,16.59
4420678831,2,2,2,2,2,0,16.59
4425118095,4,4,4,2,4,0,37.74
4442537424,4,4,4,1,4,1,59.46
4443596245,2,2,2,1,2,0,29.47
4445169613,4,4,4,2,4,0,37.74
4447232290,4,4,4,2,4,0,37.74
4448317493,2,2,2,2,2,0,16.59
4451895202,2,2,2,2,2,0,16.59
4456844679,2,2,2,2,2,0,16.59
4458479519,2,2,2,2,2,0,16.59
4461440923,2,2,2,2,2,0,16.59
4462763514,2,2,2,2,2,0,16.59
4464523900,2,2,2,1,2,0,29.47
4465325544,2,2,2,2,2,0,16.59
4470823171,4,4,4,1,4,1,59.46
4471324754,2,2,2,1,2,0,29.47
4471565037,2,2,2,1,2,0,29.47
4474176434,4,4,4,2,4,0,37.74
4476094837,2,2,2,1,2,0,29.47
4477714057,6,6,6,3,6,1,72.27
4478674280,2,2,2,1,2,0,29.47
4481776655,2,2,2,2,2,0,16.59
4485645101,2,2,2,2,2,0,16.59
4488501556,4,4,4,2,4,0,37.74
4490711364,6,6,6,2,6,1,84.72
4493474303,2,2,2,2,2,0,16.59
4496392148,2,2,2,2,2,0,16.59
4499195401,2,2,2,1,2,0,29.47
4499585391,2,2,2,1,2,0,29.47
4522885158,2,2,2,1,2,0,29.47
4523558972,2,2,2,1,2,0,29.47
4523888562,2,2,2,2,2,0,16.59
4551588863,2,2,2,2,2,0,16.59
4565060983,2,2,2,2,2,0,16.59
4573485413,2,2,2,1,2,0,29.47
4577600490,4,4,4,2,4,0,37.74
4583875007,4,4,4,3,4,0,47.35
4584384588,2,2,2,2,2,0,16.59
4594085935,2,2,2,2,2,0,16.59
4597010822,2,2,2,1,2,0,29.47
4600452128,2,2,2,1,2,0,29.47
4600791949,4,4,4,3,4,0,47.35
4609193511,2,2,2,1,2,0,29.47
4614262040,4,4,4,3,4,0,47.35
4621167006,2,2,2,2,2,0,16.59
4625540263,2,2,2,2,2,0,16.59
4629613671,2,2,2,1,2,0,29.47
4630009984,4,4,4,3,4,0,47.35
4631078907,2,2,2,2,2,0,16.59
4647496591,2,2,2,2,2,0,16.59
4648760857,2,2,2,2,2,0,16.59
4651835914,2,2,2,2,2,0,16.59
4651909862,2,2,2,2,2,0,16.59
4653537801,4,4,4,2,4,0,37.74
4656382569,2,2,2,2,2,0,16.59
4666326631,2,2,2,2,2,0,16.59
4668708179,2,2,2,2,2,0,16.59
4677239677,4,4,4,2,4,0,37.74
4693172947,2,2,2,1,2,0,29.47
4695755526,4,4,4,2,4,0,37.74
4696318158,2,2,2,1,2,0,29.47
4696458924,2,2,2,2,2,0,16.59
4719535307,2,2,2,2,2,0,16.59
4730577719,2,2,2,2,2,0,16.59
4740748217,2,2,2,1,2,0,29.47
4741340192,2,2,2,1,2,0,29.47
4741759558,2,2,2,1,2,0,29.47
4743894752,4,4,4,2,4,0,37.74
4745501482,2,2,2,1,2,0,29.47
4746911708,2,2,2,2,2,0,16.59
4750917835,8,8,8,3,8,1,96.47
4752864612,2,2,2,2,2,0,16.59
4759911739,2,2,2,2,2,0,16.59
4762198938,4,4,4,2,4,0,37.74
4765848854,4,4,4,2,4,0,37.74
4766964846,2,2,2,1,2,0,29.47
4767300916,2,2,2,2,2,0,16.59
4772512957,2,2,2,2,2,0,16.59
4777745925,2,2,2,2,2,0,16.59
4790447515,4,4,4,2,4,0,37.74
4792897092,4,4,4,3,4,0,47.35
4793564651,2,2,2,1,2,0,29.47
4802797273,2,2,2,2,2,0,16.59
4814443944,6,6,6,3,6,1,72.27
4815324606,2,2,2,2,2,0,16.59
4821380115,4,4,4,2,4,0,37.74
4824015217,2,2,2,1,2,0,29.47
4831145064,2,2,2,1,2,0,29.47
4845443007,2,2,2,2,2,0,16.59
4848569445,2,2,2,1,2,0,29.47
4853465579,2,2,2,2,2,0,16.59
4856483098,2,2,2,2,2,0,16.59
4864708213,2,2,2,2,2,0,16.59
4869653715,2,2,2,2,2,0,16.59
4875256048,2,2,2,1,2,0,29.47
4881050391,2,2,2,2,2,0,16.59
4883997418,2,2,2,2,2,0,16.59
4888258120,2,2,2,2,2,0,16.59
4895382944,2,2,2,2,2,0,16.59
4901405439,2,2,2,2,2,0,16.59
4910885348,2,2,2,2,2,0,16.59
4911894184,2,2,2,1,2,0,29.47
4913156536,4,4,4,2,4,0,37.74
4913342457,2,2,2,2,2,0,16.59
4916247554,2,2,2,2,2,0,16.59
4918684987,4,4,4,2,4,0,37.74
4927852346,2,2,2,2,2,0,16.59
4929896187,2,2,2,2,2,0,16.59
4930539734,2,2,2,2,2,0,16.59
4932149587,4,4,4,2,4,0,37.74
4939178264,2,2,2,2,2,0,16.59
4944282818,4,4,4,2,4,0,37.74
4946173051,4,4,4,3,4,0,47.35
4949356580,4,4,4,3,4,0,47.35
4960660766,2,2,2,2,2,0,16.59
4962595901,4,4,4,2,4,0,37.74
4965515641,4,4,4,3,4,0,47.35
4967827411,4,4,4,2,4,0,37.74
4973449305,2,2,2,1,2,0,29.47
4975271290,2,2,2,2,2,0,16.59
4977689799,4,4,4,2,4,0,37.74
4982824674,4,4,4,3,4,0,47.35
4986478686,2,2,2,2,2,0,16.59
4988069440,4,4,4,3,4,0,47.35
4999597703,4,4,4,3,4,0,47.35
5000388911,2,2,2,2,2,0,16.59
5007867755,2,2,2,1,2,0,29.47
5012495528,2,2,2,2,2,0,16.59
5015137862,2,2,2,2,2,0,16.59
5015280064,2,2,2,2,2,0,16.59
5016993297,4,4,4,3,4,0,47.35
5018187850,2,2,2,2,2,0,16.59
5022593122,2,2,2,2,2,0,16.59
5025787090,2,2,2,2,2,0,16.59
5029168154,2,2,2,2,2,0,16.59
5031049791,2,2,2,2,2,0,16.59
5032312489,2,2,2,2,2,0,16.59
5033000088,4,4,4,3,4,0,47.35
5041226643,2,2,2,1,2,0,29.47
5052112036,2,2,2,1,2,0,29.47
5067578968,4,4,4,2,4,0,37.74
5071380671,2,2,2,1,2,0,29.47
5079181589,2,2,2,2,2,0,16.59
5080959481,2,2,2,1,2,0,29.47
5082432625,2,2,2,1,2,0,29.47
5083686067,2,2,2,2,2,0,16.59
5085261068,2,2,2,2,2,0,16.59
5086286856,2,2,2,1,2,0,29.47
5089607137,2,2,2,2,2,0,16.59
5093604709,2,2,2,2,2,0,16.59
5094846455,2,2,2,2,2,0,16.59
5095792818,2,2,2,2,2,0,16.59
5096085874,4,4,4,2,4,0,37.74
5096399478,4,4,4,1,4,1,59.46
5099621836,2,2,2,2,2,0,16.59
5104636815,2,2,2,2,2,0,16.59
5106744499,2,2,2,1,2,0,29.47
5109346673,4,4,4,2,4,0,37.74
5114262582,4,4,4,3,4,0,47.35
5117682515,4,4,4,3,4,0,47.35
5120045158,2,2,2,2,2,0,16.59
5125927291,6,6,6,3,6,1,72.27
5128163799,2,2,2,2,2,0,16.59
5128682300,2,2,2,2,2,0,16.59
5130063409,2,2,2,2,2,0,16.59
5133460184,2,2,2,2,2,0,16.59
5138222629,4,4,4,3,4,0,47.35
5141483515,2,2,2,2,2,0,16.59
5146074555,2,2,2,2,2,0,16.59
5147439742,2,2,2,1,2,0,29.47
5159698132,4,4,4,3,4,0,47.35
5160269577,2,2,2,1,2,0,29.47
5160984145,2,2,2,1,2,0,29.47
5164693335,4,4,4,2,4,0,37.74
5173466068,2,2,2,2,2,0,16.59
5176668992,4,4,4,3,4,0,47.35
5188857878,4,4,4,2,4,0,37.74
5196282225,4,4,4,3,4,0,47.35
5201015444,2,2,2,2,2,0,16.59
5208235096,2,2,2,1,2,0,29.47
5212193387,6,6,6,3,6,1,72.27
5214957957,2,2,2,2,2,0,16.59
5221732842,2,2,2,2,2,0,16.59
5240017550,2,2,2,2,2,0,16.59
5242760741,2,2,2,2,2,0,16.59
5249911877,2,2,2,2,2,0,16.59
5258939425,2,2,2,1,2,0,29.47
5272959867,4,4,4,2,4,0,37.74
5273839688,2,2,2,2,2,0,16.59
5274216919,2,2,2,1,2,0,29.47
5283388285,2,2,2,2,2,0,16.59
5286122400,4,4,4,2,4,0,37.74
5288231329,4,4,4,3,4,0,47.35
5298675542,2,2,2,1,2,0,29.47
5300730950,4,4,4,2,4,0,37.74
5301239847,4,4,4,2,4,0,37.74
5304214316,2,2,2,2,2,0,16.59
5305325624,2,2,2,2,2,0,16.59
5308040276,2,2,2,2,2,0,16.59
5312900362,2,2,2,2,2,0,16.59
5316156678,2,2,2,2,2,0,16.59
5317087300,4,4,4,2,4,0,37.74
5329677375,2,2,2,2,2,0,16.59
5331513135,2,2,2,1,2,0,29.47
5333202351,4,4,4,3,4,0,47.35
5344077794,2,2,2,2,2,0,16.59
5354143019,2,2,2,1,2,0,29.47
5355995154,4,4,4,2,4,0,37.74
5362566548,2,2,2,2,2,0,16.59
5369881649,6,6,6,3,6,1,72.27
5375137651,4,4,4,3,4,0,47.35
5377351585,2,2,2,2,2,0,16.59
5383364255,2,2,2,2,2,0,16.59
5384951632,6,6,6,3,6,1,72.27
5389218785,2,2,2,1,2,0,29.47
5393411236,2,2,2,2,2,0,16.59
5398358446,2,2,2,2,2,0,16.59
5405360656,2,2,2,2,2,0,16.59
5416893927,2,2,2,1,2,0,29.47
5421406650,2,2,2,1,2,0,29.47
5426267188,4,4,4,1,4,1,59.46
5426874470,2,2,2,1,2,0,29.47
5428873449,4,4,4,2,4,0,37.74
5433212595,2,2,2,1,2,0,29.47
5449669542,4,4,4,2,4,0,37.74
5457942753,2,2,2,1,2,0,29.47
5468627288,2,2,2,1,2,0,29.47
5471057870,8,8,8,3,8,1,96.47
5476512674,2,2,2,2,2,0,16.59
5478150618,2,2,2,1,2,0,29.47
5491465167,4,4,4,3,4,0,47.35
5499314536,2,2,2,1,2,0,29.47
5501352471,2,2,2,2,2,0,16.59
5512817751,2,2,2,2,2,0,16.59
5514382552,4,4,4,2,4,0,37.74
5528669335,4,4,4,2,4,0,37.74
5534050892,2,2,2,2,2,0,16.59
5543405416,2,2,2,2,2,0,16.59
5547435537,2,2,2,1,2,0,29.47
5555628497,2,2,2,2,2,0,16.59
5556348141,2,2,2,1,2,0,29.47
5562394764,2,2,2,1,2,0,29.47
5567613428,4,4,4,2,4,0,37.74
5571749058,2,2,2,1,2,0,29.47
5574908574,2,2,2,2,2,0,16.59
5575768112,6,6,6,3,6,1,72.27
5576930888,2,2,2,1,2,0,29.47
5578419032,2,2,2,1,2,0,29.47
5581735792,4,4,4,2,4,0,37.74
5598354116,2,2,2,1,2,0,29.47
5612137730,2,2,2,2,2,0,16.59
5623217914,2,2,2,2,2,0,16.59
5627740215,2,2,2,1,2,0,29.47
5632174003,2,2,2,2,2,0,16.59
5632250546,2,2,2,2,2,0,16.59
5633389234,2,2,2,2,2,0,16.59
5633917299,2,2,2,1,2,0,29.47
5636798836,2,2,2,1,2,0,29.47
5637448455,2,2,2,1,2,0,29.47
5645722757,2,2,2,2,2,0,16.59
5645981713,4,4,4,3,4,0,47.35
5650460700,2,2,2,1,2,0,29.47
5651269448,2,2,2,2,2,0,16.59
5652554245,4,4,4,3,4,0,47.35
5657289722,2,2,2,2,2,0,16.59
5659070554,2,2,2,1,2,0,29.47
5659950891,4,4,4,2,4,0,37.74
5661844386,2,2,2,2,2,0,16.59
5665183784,2,2,2,2,2,0,16.59
5665776061,2,2,2,1,2,0,29.47
5682017530,2,2,2,1,2,0,29.47
5684172734,6,6,6,3,6,1,72.27
5696542095,4,4,4,2,4,0,37.74
5707650946,2,2,2,2,2,0,16.59
5713649674,6,6,6,3,6,1,72.27
5728346389,6,6,6,3,6,1,72.27
5735805416,2,2,2,2,2,0,16.59
5737485251,4,4,4,3,4,0,47.35
5741756592,2,2,2,1,2,0,29.47
5744153966,2,2,2,1,2,0,29.47
5756907823,2,2,2,1,2,0,29.47
5758427686,4,4,4,2,4,0,37.74
5758498755,2,2,2,2,2,0,16.59
5762297824,2,2,2,2,2,0,16.59
5766656749,4,4,4,2,4,0,37.74
5779071416,2,2,2,1,2,0,29.47
5780978302,4,4,4,2,4,0,37.74
5783756816,4,4,4,3,4,0,47.35
5784468341,4,4,4,2,4,0,37.74
5787158415,6,6,6,3,6,1,72.27
5789868778,4,4,4,3,4,0,47.35
5792517333,4,4,4,3,4,0,47.35
5796784271,2,2,2,2,2,0,16.59
5798005832,2,2,2,1,2,0,29.47
5800439735,4,4,4,2,4,0,37.74
5802023152,2,2,2,2,2,0,16.59
5803071460,4,4,4,3,4,0,47.35
5803308641,4,4,4,3,4,0,47.35
5810457346,4,4,4,3,4,0,47.35
5825084342,2,2,2,2,2,0,16.59
5845840222,2,2,2,1,2,0,29.47
5861768225,2,2,2,1,2,0,29.47
5864452646,4,4,4,2,4,0,37.74
5871397187,4,4,4,2,4,0,37.74
5873393049,2,2,2,2,2,0,16.59
5874744124,2,2,2,2,2,0,16.59
5876887779,2,2,2,1,2,0,29.47
5877712151,2,2,2,2,2,0,16.59
5881959772,2,2,2,2,2,0,16.59
5884549086,2,2,2,1,2,0,29.47
5889053325,2,2,2,2,2,0,16.59
5889987244,2,2,2,1,2,0,29.47
5893082107,2,2,2,2,2,0,16.59
5895247609,4,4,4,2,4,0,37.74
5897824256,2,2,2,1,2,0,29.47
5906278790,2,2,2,2,2,0,16.59
5906328775,4,4,4,3,4,0,47.35
5909472155,2,2,2,2,2,0,16.59
5913268423,2,2,2,2,2,0,16.59
5915419635,2,2,2,2,2,0,16.59
5930407859,6,6,6,3,6,1,72.27
5940821545,2,2,2,1,2,0,29.47
5948989596,4,4,4,2,4,0,37.74
5950363262,2,2,2,2,2,0,16.59
5954761680,2,2,2,2,2,0,16.59
5962571976,2,2,2,2,2,0,16.59
5967577991,6,6,6,3,6,1,72.27
5973091218,4,4,4,3,4,0,47.35
5978336740,2,2,2,2,2,0,16.59
5984847169,4,4,4,2,4,0,37.74
5984913878,2,2,2,1,2,0,29.47
5986468480,2,2,2,2,2,0,16.59
5993176970,2,2,2,1,2,0,29.47
