MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI
240,95,24095,88741456,86662934,77921446,240-95-5506,240-95-5506-41
240,86,24086,63190700,80793013,96630093,240-86-5374,240-86-5374-99
240,80,24080,95040744,20248560,89965320,240-80-6925,240-80-6925-83
240,76,24076,82696307,47853939,27188039,240-76-7912,240-76-7912-14
240,46,24046,31418377,14012511,88928578,240-46-6635,240-46-6635-87
240,29,24029,74709313,70802999,65606067,240-29-3286,240-29-3286-23
240,96,24096,26844362,77049123,38134668,240-96-9830,240-96-9830-43
240,29,24029,72069483,78570794,63973822,240-29-8359,240-29-8359-85
240,12,24012,19025621,44134927,42424814,240-12-1771,240-12-1771-24
240,55,24055,45376464,49634232,87818905,240-55-2040,240-55-2040-59
240,35,24035,53846943,21758049,54919040,240-35-2084,240-35-2084-37
240,4,24004,85560977,31106893,84650677,240-04-4257,240-04-4257-93
240,94,24094,17571935,18495697,54119693,240-94-5010,240-94-5010-30
240,80,24080,45438260,67143754,13180890,240-80-6925,240-80-6925-83
240,33,24033,36124605,19846400,65181406,240-33-1188,240-33-1188-97
240,29,24029,13992517,66945602,62577284,240-29-3286,240-29-3286-23
240,49,24049,12535432,26817670,57463597,240-49-8668,240-49-8668-77
240,25,24025,36842797,35063277,19014998,240-25-2139,240-25-2139-15
240,52,24052,76606089,50073173,69418774,240-52-6930,240-52-6930-38
240,4,24004,30518495,14508327,53738281,240-04-2535,240-04-2535-37
240,88,24088,58786680,91528828,66283235,240-88-2169,240-88-2169-87
240,86,24086,87372419,24593902,48765836,240-86-5374,240-86-5374-99
240,52,24052,91147935,17097511,55858915,240-52-6930,240-52-6930-38
240,96,24096,19388570,64803341,84205492,240-96-9830,240-96-9830-43
240,36,24036,73194981,98535428,12729153,240-36-3547,240-36-3547-37
240,5,24005,19400457,13803603,93290971,240-05-6168,240-05-6168-61
240,69,24069,67915348,63330616,33219589,240-69-3045,240-69-3045-58
240,36,24036,47992173,11793770,86770126,240-36-3547,240-36-3547-37
240,94,24094,28442201,96589966,18878839,240-94-5010,240-94-5010-30
240,55,24055,36522697,55776916,20909174,240-55-2040,240-55-2040-59
240,85,24085,85763257,80202686,68391218,240-85-4733,240-85-4733-47
240,93,24093,14394145,93928329,82447479,240-93-2876,240-93-2876-97
240,30,24030,31184673,91778770,33741859,240-30-9279,240-30-9279-87
240,90,24090,93382439,20397036,78655813,240-90-7924,240-90-7924-53
240,20,24020,38305615,98776710,78430034,240-20-3621,240-20-3621-97
240,83,24083,74175417,76616941,36785354,240-83-8517,240-83-8517-28
240,69,24069,15670964,76205083,68040866,240-69-3045,240-69-3045-58
240,82,24082,91967857,77250342,93599520,240-82-2824,240-82-2824-13
240,35,24035,16038176,32774013,65749918,240-35-2084,240-35-2084-37
240,29,24029,36762513,31610660,62603222,240-29-8359,240-29-8359-85
240,4,24004,52986310,20744290,12267917,240-04-2535,240-04-2535-37
240,76,24076,78622899,21839202,84726058,240-76-7912,240-76-7912-14
240,12,24012,27169473,40985725,80356621,240-12-7224,240-12-7224-22
240,49,24049,95949314,54770101,62823071,240-49-5554,240-49-5554-68
240,82,24082,39271264,67438506,43361415,240-82-2824,240-82-2824-13
240,30,24030,64193514,41430580,98821490,240-30-9279,240-30-9279-87
240,73,24073,36944193,12525876,95056984,240-73-6155,240-73-6155-37
240,96,24096,92662445,28089617,99794301,240-96-9830,240-96-9830-43
240,25,24025,96655467,94512690,51924101,240-25-2139,240-25-2139-15
240,82,24082,83149352,19069803,57395875,240-82-4598,240-82-4598-97
240,95,24095,29629744,39048883,39569322,240-95-5506,240-95-5506-41
240,94,24094,35253554,65020807,63585723,240-94-5010,240-94-5010-30
240,49,24049,80601828,71818068,56478100,240-49-5554,240-49-5554-68
240,36,24036,37881013,17213107,61215901,240-36-1106,240-36-1106-30
240,33,24033,51653564,65254566,40858549,240-33-1188,240-33-1188-97
240,85,24085,59177428,70690460,50929938,240-85-4733,240-85-4733-47
240,90,24090,78516399,65797732,69677505,240-90-9928,240-90-9928-63
240,46,24046,20043498,76294345,60916242,240-46-6635,240-46-6635-87
240,80,24080,45828148,33748770,46759649,240-80-6925,240-80-6925-83
240,73,24073,47558602,98554370,30112528,240-73-6155,240-73-6155-37
240,48,24048,28276545,81592481,84235664,240-48-6820,240-48-6820-36
240,85,24085,75606972,61004191,40113342,240-85-4733,240-85-4733-47
240,88,24088,66851119,94105428,28702039,240-88-2169,240-88-2169-87
240,55,24055,79406788,80549031,71848833,240-55-2040,240-55-2040-59
240,12,24012,57584182,86741816,35189651,240-12-7224,240-12-7224-22
240,42,24042,64802709,79811686,97590209,240-42-1916,240-42-1916-39
240,49,24049,66123721,69577832,76262748,240-49-8668,240-49-8668-77
240,12,24012,60360788,34839125,99445979,240-12-1771,240-12-1771-24
240,84,24084,95925066,15785139,34069182,240-84-9179,240-84-9179-60
240,88,24088,92342897,46476143,89906828,240-88-2169,240-88-2169-87
240,42,24042,73180698,77727054,72890241,240-42-1916,240-42-1916-39
240,82,24082,17072417,84300340,82880884,240-82-6977,240-82-6977-30
240,90,24090,44900745,70282949,25765839,240-90-7924,240-90-7924-53
240,88,24088,72265664,23103662,12040271,240-88-2169,240-88-2169-87
240,87,24087,12768007,71827444,65609842,240-87-9935,240-87-9935-21
240,69,24069,20679258,55517409,20798394,240-69-3045,240-69-3045-58
240,11,24011,57834654,79619578,51942730,240-11-4814,240-11-4814-22
240,88,24088,80022850,33505794,25723459,240-88-2169,240-88-2169-87
240,90,24090,22890003,55819665,45775087,240-90-7924,240-90-7924-53
240,88,24088,11061829,38346348,42155875,240-88-2169,240-88-2169-87
240,84,24084,27686867,98776790,48460527,240-84-9179,240-84-9179-60
240,46,24046,82830335,24702972,49794096,240-46-6635,240-46-6635-87
240,95,24095,22643628,65057697,93876467,240-95-5506,240-95-5506-41
240,36,24036,54062954,90317710,88086417,240-36-1106,240-36-1106-30
240,73,24073,79949130,59972375,61118677,240-73-6155,240-73-6155-37
240,90,24090,31184727,76959093,83484523,240-90-9928,240-90-9928-63
240,93,24093,62362745,61979088,38688274,240-93-2876,240-93-2876-97
240,4,24004,56053087,89791943,82426567,240-04-2535,240-04-2535-37
240,90,24090,61714040,12724486,62250045,240-90-7924,240-90-7924-53
240,87,24087,77167679,91241571,77813040,240-87-9935,240-87-9935-21
240,85,24085,81317963,71558049,14305328,240-85-4733,240-85-4733-47
240,18,24018,79416081,18819337,34815207,240-18-9348,240-18-9348-73
240,29,24029,90104386,94813801,46729067,240-29-3286,240-29-3286-23
240,86,24086,18684676,17368757,67387378,240-86-5374,240-86-5374-99
240,84,24084,83086537,10100113,21575846,240-84-9179,240-84-9179-60
240,20,24020,79854664,40618620,78817602,240-20-3621,240-20-3621-97
240,90,24090,82007467,47378295,71425340,240-90-9928,240-90-9928-63
240,87,24087,63420748,75541195,67443685,240-87-9935,240-87-9935-21
240,33,24033,89875196,41534787,11396568,240-33-1188,240-33-1188-97
240,88,24088,62816799,44586355,25689659,240-88-2169,240-88-2169-87
240,36,24036,89661648,23384249,77096470,240-36-1106,240-36-1106-30
240,73,24073,89803008,57096174,76274831,240-73-6155,240-73-6155-37
240,76,24076,10404804,27268645,34298006,240-76-7912,240-76-7912-14
240,20,24020,90222097,99060953,67862917,240-20-3621,240-20-3621-97
240,90,24090,35872234,92705503,92779686,240-90-7924,240-90-7924-53
240,18,24018,43132576,94117744,99684399,240-18-9348,240-18-9348-73
240,87,24087,32361064,93825637,84171954,240-87-9935,240-87-9935-21
240,90,24090,45317078,35769588,38746900,240-90-9928,240-90-9928-63
240,52,24052,45360689,32190115,40322082,240-52-6930,240-52-6930-38
240,60,24060,69010123,31470952,26786937,240-60-7216,240-60-7216-44
240,29,24029,49324697,81145767,17321814,240-29-8359,240-29-8359-85
240,46,24046,75807364,71595933,85624376,240-46-6635,240-46-6635-87
240,29,24029,93183574,97511494,22274595,240-29-8359,240-29-8359-85
240,49,24049,61388682,13530414,63992457,240-49-5554,240-49-5554-68
240,42,24042,67525482,42765109,59157501,240-42-1916,240-42-1916-39
240,55,24055,91340117,78495801,22960099,240-55-2040,240-55-2040-59
240,83,24083,85182696,68434580,33401644,240-83-8517,240-83-8517-28
240,82,24082,87922955,22475012,27179947,240-82-2824,240-82-2824-13
240,33,24033,46382280,47971085,91087968,240-33-1188,240-33-1188-97
240,98,24098,54425161,99686433,89745562,240-98-6514,240-98-6514-23
240,84,24084,82943293,94305882,13667536,240-84-9179,240-84-9179-60
240,52,24052,82750319,87145526,66353830,240-52-6930,240-52-6930-38
240,11,24011,68973754,77014973,57549805,240-11-5803,240-11-5803-90
240,82,24082,71738758,98806879,41372558,240-82-6977,240-82-6977-30
240,36,24036,47587681,17902757,37881691,240-36-1106,240-36-1106-30
240,69,24069,18242844,55611874,73621919,240-69-3045,240-69-3045-58
240,69,24069,80345660,40740009,69136794,240-69-5371,240-69-5371-92
240,42,24042,58010848,56970471,12095382,240-42-1916,240-42-1916-39
240,69,24069,21692713,69374153,37949426,240-69-3045,240-69-3045-58
240,4,24004,64072439,56781766,79692494,240-04-2535,240-04-2535-37
240,69,24069,20140437,31382330,48857180,240-69-5371,240-69-5371-92
240,90,24090,50562379,73280431,44066960,240-90-7924,240-90-7924-53
240,20,24020,15037218,58802611,99696447,240-20-3621,240-20-3621-97
240,36,24036,76562587,43321820,91632422,240-36-1106,240-36-1106-30
240,96,24096,36219201,41301088,86729911,240-96-8019,240-96-8019-84
240,36,24036,82989132,45052154,56994534,240-36-3547,240-36-3547-37
240,36,24036,14525166,42772576,40268104,240-36-3547,240-36-3547-37
240,80,24080,24327877,79991669,63295001,240-80-6925,240-80-6925-83
240,11,24011,60753749,85963477,50225528,240-11-5803,240-11-5803-90
240,12,24012,34194626,42992442,34263357,240-12-1771,240-12-1771-24
240,85,24085,17565099,40698908,92175151,240-85-4733,240-85-4733-47
240,11,24011,94935606,83783143,48398825,240-11-5803,240-11-5803-90
240,73,24073,87226854,82756034,54346348,240-73-6155,240-73-6155-37
240,48,24048,65681444,32287051,92987525,240-48-6820,240-48-6820-36
240,18,24018,75921103,17339727,35639631,240-18-9348,240-18-9348-73
240,60,24060,76213676,35234460,73465950,240-60-7216,240-60-7216-44
240,36,24036,50955604,52140530,64478746,240-36-3547,240-36-3547-37
240,4,24004,74770986,11213003,46681291,240-04-4257,240-04-4257-93
240,69,24069,54454543,51513000,17425840,240-69-3045,240-69-3045-58
240,49,24049,61341994,96097379,42153523,240-49-5554,240-49-5554-68
240,4,24004,72346280,87017572,70381972,240-04-4257,240-04-4257-93
240,60,24060,27974695,23265017,16655931,240-60-7216,240-60-7216-44
240,82,24082,34973285,95487251,82431547,240-82-2824,240-82-2824-13
240,82,24082,56400680,73983349,50818086,240-82-2824,240-82-2824-13
240,98,24098,88356490,65919741,41064047,240-98-6514,240-98-6514-23
240,4,24004,67206411,86078791,20427473,240-04-2535,240-04-2535-37
240,93,24093,21563118,87032418,75855860,240-93-2876,240-93-2876-97
240,36,24036,60205392,97967154,96763725,240-36-1106,240-36-1106-30
240,5,24005,13235959,37457867,64592174,240-05-6168,240-05-6168-61
240,29,24029,85801842,81983641,24470413,240-29-3286,240-29-3286-23
240,11,24011,66284252,66246601,88431070,240-11-4814,240-11-4814-22
240,42,24042,65422189,10962557,10421135,240-42-1916,240-42-1916-39
240,90,24090,30409131,98896930,58510758,240-90-7924,240-90-7924-53
240,86,24086,45051063,98302284,26643225,240-86-5374,240-86-5374-99
240,80,24080,89614563,43860660,20780930,240-80-6925,240-80-6925-83
240,42,24042,39290138,34932334,57166823,240-42-1916,240-42-1916-39
240,46,24046,24160908,56696141,42967003,240-46-6635,240-46-6635-87
240,83,24083,94107433,96250040,71765663,240-83-8517,240-83-8517-28
240,82,24082,87149508,34110482,94238603,240-82-6977,240-82-6977-30
240,29,24029,34078081,89736278,56960682,240-29-8359,240-29-8359-85
240,30,24030,24613164,41272239,63309207,240-30-9279,240-30-9279-87
240,82,24082,14479401,43509533,32270287,240-82-4598,240-82-4598-97
240,12,24012,61774449,23031340,56883752,240-12-1771,240-12-1771-24
240,12,24012,69697893,54320724,49169096,240-12-1771,240-12-1771-24
240,29,24029,84716939,32245174,55545887,240-29-8359,240-29-8359-85
240,42,24042,26466897,64250627,92972802,240-42-1916,240-42-1916-39
240,98,24098,95993696,37110187,60004214,240-98-6514,240-98-6514-23
240,73,24073,71041006,86055742,84853673,240-73-6155,240-73-6155-37
240,95,24095,57678189,27261855,20258328,240-95-5506,240-95-5506-41
240,33,24033,24173447,79488683,11744306,240-33-1188,240-33-1188-97
240,86,24086,11189078,39016957,42490146,240-86-5374,240-86-5374-99
240,12,24012,35564573,70386294,90159658,240-12-7224,240-12-7224-22
240,69,24069,86204316,76896122,10432556,240-69-3045,240-69-3045-58
240,69,24069,22201595,55382636,92008186,240-69-3045,240-69-3045-58
240,96,24096,19871897,76698827,68617506,240-96-8019,240-96-8019-84
240,4,24004,27289525,31395359,59004309,240-04-2535,240-04-2535-37
240,95,24095,93898178,99798038,73417008,240-95-5506,240-95-5506-41
240,36,24036,26888872,74538931,31292665,240-36-3547,240-36-3547-37
240,33,24033,72481222,85150446,79062643,240-33-1188,240-33-1188-97
240,34,24034,21262277,49878752,26241539,240-34-1711,240-34-1711-68
240,76,24076,87234226,58974848,90702387,240-76-7912,240-76-7912-14
240,36,24036,92263809,20710290,50494837,240-36-1106,240-36-1106-30
240,73,24073,84064029,13911785,43801802,240-73-6155,240-73-6155-37
240,11,24011,35221409,67108455,45319767,240-11-5803,240-11-5803-90
240,96,24096,28456103,10621720,41373305,240-96-9830,240-96-9830-43
240,90,24090,51164442,13820223,51504460,240-90-7924,240-90-7924-53
240,33,24033,14864449,93473424,20336486,240-33-1188,240-33-1188-97
240,11,24011,61177595,12298465,30969286,240-11-4814,240-11-4814-22
240,36,24036,99007101,81410982,26836265,240-36-1106,240-36-1106-30
240,30,24030,11696176,92648792,22004062,240-30-9279,240-30-9279-87
240,85,24085,82441696,64349985,42941851,240-85-4733,240-85-4733-47
240,93,24093,61669978,18029895,96674338,240-93-2876,240-93-2876-97
240,34,24034,11934388,62395939,88329656,240-34-1711,240-34-1711-68
240,46,24046,43247787,96085918,34388506,240-46-6635,240-46-6635-87
240,82,24082,91483091,28922521,57574198,240-82-4598,240-82-4598-97
240,49,24049,93123760,91067194,49547743,240-49-5554,240-49-5554-68
240,76,24076,99931774,60753988,54505973,240-76-7912,240-76-7912-14
240,48,24048,94767904,44772521,71621953,240-48-6820,240-48-6820-36
240,18,24018,58402668,16439361,46414898,240-18-9348,240-18-9348-73
240,12,24012,24744154,86253275,69438180,240-12-1771,240-12-1771-24
240,25,24025,35444867,98755455,56397802,240-25-2139,240-25-2139-15
240,80,24080,85514307,98172154,90638026,240-80-6925,240-80-6925-83
240,87,24087,58914723,66659524,20718177,240-87-9935,240-87-9935-21
240,48,24048,53297560,98802666,22036543,240-48-6820,240-48-6820-36
240,11,24011,81581541,54526120,15893872,240-11-5803,240-11-5803-90
240,69,24069,56027733,51729280,65610262,240-69-3045,240-69-3045-58
240,4,24004,66007682,43082379,14313219,240-04-2535,240-04-2535-37
240,69,24069,26396190,15156645,61168275,240-69-3045,240-69-3045-58
240,88,24088,64637050,66360584,51964128,240-88-2169,240-88-2169-87
240,85,24085,56072271,39002841,48829076,240-85-4733,240-85-4733-47
240,84,24084,92210778,72925487,17854699,240-84-9179,240-84-9179-60
240,98,24098,38611516,50132621,76421145,240-98-6514,240-98-6514-23
240,80,24080,46336364,74722929,54408332,240-80-6925,240-80-6925-83
240,12,24012,63979187,93746751,92971340,240-12-7224,240-12-7224-22
240,90,24090,22407148,50953757,55156593,240-90-7924,240-90-7924-53
240,34,24034,77007921,46405993,61802773,240-34-1711,240-34-1711-68
240,42,24042,63315386,58815154,20298154,240-42-1916,240-42-1916-39
240,25,24025,90237991,66229270,13111377,240-25-2139,240-25-2139-15
240,29,24029,82483719,93260107,24068531,240-29-3286,240-29-3286-23
240,95,24095,36982016,47462662,52352152,240-95-5506,240-95-5506-41
240,82,24082,92282786,92727463,90457546,240-82-6977,240-82-6977-30
240,5,24005,46357965,46182625,87635931,240-05-6168,240-05-6168-61
240,52,24052,97031784,22259370,11587363,240-52-6930,240-52-6930-38
240,96,24096,67175825,11363261,24381830,240-96-8019,240-96-8019-84
240,82,24082,24359573,72413170,11700724,240-82-6977,240-82-6977-30
240,29,24029,54311534,70800220,96804855,240-29-8359,240-29-8359-85
240,69,24069,58006444,16789694,73011918,240-69-5371,240-69-5371-92
240,36,24036,92307285,69355940,39506402,240-36-3547,240-36-3547-37
240,4,24004,54258063,46425233,54051008,240-04-2535,240-04-2535-37
240,93,24093,89185846,59319714,13771186,240-93-2876,240-93-2876-97
240,82,24082,97208000,39768609,40043554,240-82-2824,240-82-2824-13
240,96,24096,92420604,39011284,75422572,240-96-9830,240-96-9830-43
240,82,24082,32234444,99311021,38632154,240-82-3803,240-82-3803-78
240,96,24096,75228680,33815267,48656731,240-96-9830,240-96-9830-43
240,4,24004,37765024,58276618,64067562,240-04-2535,240-04-2535-37
240,30,24030,52179549,82653727,40598508,240-30-9279,240-30-9279-87
240,76,24076,93135271,62782877,75654324,240-76-7912,240-76-7912-14
240,46,24046,36044101,87118743,72008504,240-46-6635,240-46-6635-87
240,49,24049,15058573,66303857,13715867,240-49-8668,240-49-8668-77
240,82,24082,59295587,72986601,85975395,240-82-3803,240-82-3803-78
240,29,24029,19098210,99590974,34486525,240-29-3286,240-29-3286-23
240,73,24073,64936453,91386814,97400611,240-73-6155,240-73-6155-37
240,69,24069,76494736,25362541,37034717,240-69-5371,240-69-5371-92
240,80,24080,45880567,60227161,97171166,240-80-6925,240-80-6925-83
240,80,24080,85813488,21282631,67567735,240-80-6925,240-80-6925-83
240,96,24096,21308766,91468203,45850043,240-96-9830,240-96-9830-43
240,4,24004,42656685,35931717,10693291,240-04-2535,240-04-2535-37
240,49,24049,37945641,16754254,35294808,240-49-8668,240-49-8668-77
240,93,24093,68400926,60061709,94676098,240-93-2876,240-93-2876-97
240,11,24011,99745189,99152512,14341223,240-11-5803,240-11-5803-90
240,88,24088,33534401,75754534,80722755,240-88-2169,240-88-2169-87
240,34,24034,31216444,26532743,82937123,240-34-1711,240-34-1711-68
240,30,24030,15127416,34402027,64227400,240-30-9279,240-30-9279-87
240,34,24034,56467974,96054695,97133514,240-34-1711,240-34-1711-68
240,82,24082,65211725,42419334,35047144,240-82-6977,240-82-6977-30
240,35,24035,95975003,55991901,28486825,240-35-2084,240-35-2084-37
240,36,24036,50316156,38646553,49819250,240-36-3547,240-36-3547-37
240,36,24036,99632691,79431325,86916918,240-36-3547,240-36-3547-37
240,90,24090,72696917,75880215,89039590,240-90-9928,240-90-9928-63
240,25,24025,16014077,32576627,21320326,240-25-2139,240-25-2139-15
240,85,24085,10776497,23806692,79343998,240-85-4733,240-85-4733-47
240,20,24020,88329669,66661259,75069666,240-20-3621,240-20-3621-97
240,60,24060,48827276,41269463,15230813,240-60-7216,240-60-7216-44
240,29,24029,45701534,44078441,23632423,240-29-8359,240-29-8359-85
240,82,24082,63954727,35029695,60172917,240-82-3803,240-82-3803-78
240,69,24069,22736423,77831911,69163005,240-69-5371,240-69-5371-92
240,84,24084,46655507,95562377,10637915,240-84-9179,240-84-9179-60
240,12,24012,37439695,61141660,44668475,240-12-1771,240-12-1771-24
240,12,24012,47381518,56842956,57924224,240-12-1771,240-12-1771-24
240,83,24083,49079820,48354655,72571912,240-83-8517,240-83-8517-28
240,95,24095,45209104,39948767,95097822,240-95-5506,240-95-5506-41
240,49,24049,21800736,68906877,24001661,240-49-5554,240-49-5554-68
240,49,24049,84831077,24977704,85346796,240-49-8668,240-49-8668-77
240,85,24085,96275050,82891636,19249987,240-85-4733,240-85-4733-47
240,49,24049,47569968,80810919,45169100,240-49-8668,240-49-8668-77
240,25,24025,59026480,35181194,44689387,240-25-2139,240-25-2139-15
240,52,24052,99385468,90925025,87855625,240-52-6930,240-52-6930-38
240,4,24004,26632588,38113647,69175293,240-04-2535,240-04-2535-37
240,96,24096,62756679,20353558,70302349,240-96-9830,240-96-9830-43
240,69,24069,24110909,33326375,37586556,240-69-5371,240-69-5371-92
240,93,24093,48737352,80727044,98069059,240-93-2876,240-93-2876-97
240,69,24069,12447816,74605804,22489367,240-69-3045,240-69-3045-58
240,30,24030,84928897,11981496,20621801,240-30-9279,240-30-9279-87
240,82,24082,93554433,31434489,22865950,240-82-2824,240-82-2824-13
240,4,24004,63410534,35630558,99351641,240-04-4257,240-04-4257-93
240,85,24085,99737792,76229082,10603097,240-85-4733,240-85-4733-47
240,90,24090,85696585,50649031,61659068,240-90-9928,240-90-9928-63
240,96,24096,71126342,65868268,44808982,240-96-8019,240-96-8019-84
240,80,24080,17132039,33257142,76793258,240-80-6925,240-80-6925-83
240,80,24080,81707054,60921608,43181842,240-80-6925,240-80-6925-83
240,82,24082,54708343,30193203,73500696,240-82-3803,240-82-3803-78
240,46,24046,87042973,99147179,57068333,240-46-6635,240-46-6635-87
240,55,24055,22178554,45415673,10903844,240-55-2040,240-55-2040-59
240,36,24036,30730898,86934395,85605364,240-36-3547,240-36-3547-37
240,90,24090,57370121,20008344,57341329,240-90-9928,240-90-9928-63
240,29,24029,84247895,18990270,39420663,240-29-8359,240-29-8359-85
240,76,24076,70740696,23949721,44679409,240-76-7912,240-76-7912-14
240,90,24090,73684283,90707522,68770074,240-90-9928,240-90-9928-63
240,36,24036,99352033,46175110,79018637,240-36-1106,240-36-1106-30
240,29,24029,48960837,29789649,36512938,240-29-8359,240-29-8359-85
240,76,24076,59497078,66918309,74654543,240-76-7912,240-76-7912-14
240,82,24082,44079685,37832767,69625330,240-82-3803,240-82-3803-78
240,82,24082,70059914,88666298,17489242,240-82-3803,240-82-3803-78
240,12,24012,21940410,22767851,24622191,240-12-1771,240-12-1771-24
240,29,24029,96186250,28187515,88564466,240-29-8359,240-29-8359-85
240,36,24036,56322594,79800424,83885946,240-36-1106,240-36-1106-30
240,83,24083,21142701,50361883,75055512,240-83-8517,240-83-8517-28
240,73,24073,80510283,70557139,78867182,240-73-6155,240-73-6155-37
240,60,24060,95572968,12450936,18042849,240-60-7216,240-60-7216-44
240,69,24069,18502373,56655482,11488971,240-69-3045,240-69-3045-58
240,86,24086,70273201,83588528,85146256,240-86-5374,240-86-5374-99
240,12,24012,21487610,85620667,96991532,240-12-1771,240-12-1771-24
240,73,24073,13656912,71391915,14156555,240-73-6155,240-73-6155-37
240,90,24090,59355135,16157292,96198712,240-90-9928,240-90-9928-63
240,82,24082,30311597,50554223,24013190,240-82-6977,240-82-6977-30
240,11,24011,71947688,51370274,23493523,240-11-4814,240-11-4814-22
240,34,24034,68356051,10501342,95699011,240-34-3287,240-34-3287-41
240,83,24083,64301499,47779322,53728973,240-83-8517,240-83-8517-28
240,29,24029,41438986,69167623,19602859,240-29-8359,240-29-8359-85
240,69,24069,58282036,85882794,18738629,240-69-5371,240-69-5371-92
240,84,24084,24827343,11733021,51062250,240-84-9179,240-84-9179-60
240,25,24025,98436161,16548914,55475744,240-25-2139,240-25-2139-15
240,20,24020,38461752,91769217,49323917,240-20-3621,240-20-3621-97
240,69,24069,98589418,72230314,54994329,240-69-5371,240-69-5371-92
240,94,24094,72591256,37467018,46502194,240-94-5010,240-94-5010-30
240,98,24098,14796325,82166286,89577148,240-98-6514,240-98-6514-23
240,29,24029,60788599,44500975,77927453,240-29-3286,240-29-3286-23
240,18,24018,11116658,76189525,64384251,240-18-9348,240-18-9348-73
240,34,24034,74783264,78743185,77456422,240-34-1711,240-34-1711-68
240,48,24048,13487261,31471803,18915842,240-48-6820,240-48-6820-36
240,73,24073,40376638,14799703,71418710,240-73-6155,240-73-6155-37
240,5,24005,71903564,99681512,39488803,240-05-6168,240-05-6168-61
240,49,24049,10320391,26053268,68172690,240-49-8668,240-49-8668-77
240,18,24018,87233968,34962296,96531500,240-18-9348,240-18-9348-73
240,48,24048,36382735,20641876,25597933,240-48-6820,240-48-6820-36
240,96,24096,17762674,54486173,79577058,240-96-9830,240-96-9830-43
240,18,24018,73401812,35232661,62832081,240-18-9348,240-18-9348-73
240,93,24093,73120761,70088431,77156954,240-93-2876,240-93-2876-97
240,49,24049,83279890,96891865,60251952,240-49-5554,240-49-5554-68
240,69,24069,99436841,55060040,51676553,240-69-3045,240-69-3045-58
240,95,24095,46244865,70387931,71622451,240-95-5506,240-95-5506-41
240,84,24084,68371278,43326573,40688323,240-84-9179,240-84-9179-60
240,12,24012,31524931,74810322,19191155,240-12-1771,240-12-1771-24
240,52,24052,17035452,10930536,78851109,240-52-6930,240-52-6930-38
240,82,24082,54098864,96842741,58419152,240-82-6977,240-82-6977-30
240,73,24073,85050517,17505215,96880046,240-73-6155,240-73-6155-37
240,34,24034,34667542,12030263,94333481,240-34-1711,240-34-1711-68
240,12,24012,59731931,66901558,12667081,240-12-1771,240-12-1771-24
240,90,24090,62174466,92296590,53517755,240-90-7924,240-90-7924-53
240,82,24082,13815430,50247522,34785689,240-82-4598,240-82-4598-97
240,48,24048,20351434,59139157,98546190,240-48-6820,240-48-6820-36
240,96,24096,60344883,20736761,42282069,240-96-8019,240-96-8019-84
240,82,24082,82990827,33291986,52003743,240-82-3803,240-82-3803-78
240,76,24076,82832975,76668376,46940273,240-76-7912,240-76-7912-14
240,82,24082,25913040,67507328,88366837,240-82-3803,240-82-3803-78
240,86,24086,73387131,13521018,70497393,240-86-5374,240-86-5374-99
240,87,24087,42587773,33793591,14818447,240-87-9935,240-87-9935-21
240,34,24034,28593797,75604820,83488268,240-34-3287,240-34-3287-41
240,96,24096,37947947,35620797,27205902,240-96-9830,240-96-9830-43
240,60,24060,26421453,68331806,89934287,240-60-7216,240-60-7216-44
240,30,24030,88724340,94152244,70512254,240-30-9279,240-30-9279-87
240,25,24025,58760490,27025128,47314440,240-25-2139,240-25-2139-15
240,96,24096,60321786,21749542,13757624,240-96-8019,240-96-8019-84
240,48,24048,80667537,29612184,95589081,240-48-6820,240-48-6820-36
240,73,24073,78424282,48679473,97610100,240-73-6155,240-73-6155-37
240,11,24011,72398925,56960357,48690119,240-11-4814,240-11-4814-22
240,86,24086,82043424,73574055,40926389,240-86-5374,240-86-5374-99
240,29,24029,34669455,60152444,10750952,240-29-3286,240-29-3286-23
240,12,24012,49389609,39115781,59026043,240-12-1771,240-12-1771-24
240,69,24069,82577698,92201619,84580625,240-69-5371,240-69-5371-92
240,52,24052,87943667,34000457,90418915,240-52-6930,240-52-6930-38
240,60,24060,33705864,53391811,83118344,240-60-7216,240-60-7216-44
240,49,24049,92494885,75695372,69391306,240-49-8668,240-49-8668-77
240,84,24084,27929613,73870620,40679389,240-84-9179,240-84-9179-60
240,29,24029,80563788,45403690,42779134,240-29-8359,240-29-8359-85
240,80,24080,48793779,94678357,80197506,240-80-6925,240-80-6925-83
240,80,24080,59805971,14529335,12698722,240-80-6925,240-80-6925-83
240,29,24029,79861488,73541863,74995875,240-29-3286,240-29-3286-23
240,35,24035,25747039,38577416,29774720,240-35-2084,240-35-2084-37
240,85,24085,80275306,58713545,82191657,240-85-4733,240-85-4733-47
240,12,24012,56712410,96770381,18639139,240-12-1771,240-12-1771-24
240,18,24018,36622090,41071044,16769916,240-18-9348,240-18-9348-73
240,30,24030,29013578,85978299,52250509,240-30-9279,240-30-9279-87
240,69,24069,90493607,67239754,76832195,240-69-3045,240-69-3045-58
240,48,24048,53930378,68761535,86838689,240-48-6820,240-48-6820-36
240,73,24073,39782627,68623346,45150174,240-73-6155,240-73-6155-37
240,96,24096,38246536,98306692,70715388,240-96-8019,240-96-8019-84
240,85,24085,32747432,71924592,48110702,240-85-4733,240-85-4733-47
