index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
39955,"[40, 80[",*,married,*,no,yes,no,cellular,Q2,Early-Week,*,0-100,3-5,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
39956,"[0, 40[",*,married,*,no,no,no,cellular,Q2,Early-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
39959,"[0, 40[",*,single,*,no,yes,no,cellular,Q2,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
39960,"[0, 40[",*,single,*,no,no,no,cellular,Q2,Early-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
39961,"[0, 40[",*,single,*,no,no,no,cellular,Q2,Early-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
39962,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
39963,"[0, 40[",*,married,*,unknown,no,no,telephone,Q2,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
39964,"[40, 80[",*,married,*,no,yes,no,cellular,Q2,Early-Week,*,0-100,3-5,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
39965,"[0, 40[",*,married,*,no,yes,no,cellular,Q2,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
39966,"[0, 40[",*,married,*,no,no,no,cellular,Q2,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
39968,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
39969,"[0, 40[",*,single,*,no,yes,no,cellular,Q2,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
39970,"[0, 40[",*,married,*,no,no,no,cellular,Q2,Early-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
39972,"[0, 40[",*,single,*,no,no,no,cellular,Q2,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
39974,"[40, 80[",*,married,*,unknown,yes,no,cellular,Q2,Early-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
39975,"[40, 80[",*,married,*,unknown,yes,no,cellular,Q2,Early-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
39978,"[0, 40[",*,single,*,no,no,no,cellular,Q2,Early-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
39979,"[0, 40[",*,single,*,no,no,no,cellular,Q2,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
39980,"[0, 40[",*,single,*,no,yes,no,cellular,Q2,Early-Week,*,0-100,3-5,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
39981,"[0, 40[",*,married,*,no,yes,no,cellular,Q2,Early-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
39982,"[0, 40[",*,single,*,no,yes,yes,cellular,Q2,Early-Week,*,0-100,3-5,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
39984,"[0, 40[",*,married,*,no,yes,no,cellular,Q2,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
39985,"[0, 40[",*,single,*,no,no,no,cellular,Q2,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
39986,"[0, 40[",*,single,*,no,no,no,cellular,Q2,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
39987,"[0, 40[",*,single,*,no,yes,no,telephone,Q2,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
39988,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
39989,"[0, 40[",*,single,*,no,yes,no,cellular,Q2,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
39991,"[0, 40[",*,single,*,no,no,no,telephone,Q2,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
39993,"[0, 40[",*,single,*,no,yes,no,cellular,Q2,Mid-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
39995,"[0, 40[",*,married,*,no,no,no,cellular,Q2,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
39996,"[0, 40[",*,single,*,no,yes,no,telephone,Q2,Mid-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
39997,"[0, 40[",*,single,*,no,yes,no,cellular,Q2,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
39998,"[0, 40[",*,married,*,no,yes,no,cellular,Q2,Mid-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
39999,"[40, 80[",*,married,*,no,yes,no,cellular,Q2,Mid-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40000,"[0, 40[",*,single,*,no,yes,no,telephone,Q2,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40002,"[0, 40[",*,single,*,no,yes,yes,cellular,Q2,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40003,"[0, 40[",*,single,*,no,no,no,cellular,Q2,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40006,"[0, 40[",*,single,*,no,yes,no,telephone,Q2,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40008,"[0, 40[",*,married,*,no,no,no,cellular,Q2,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40011,"[0, 40[",*,married,*,no,yes,yes,telephone,Q3,Mid-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40012,"[0, 40[",*,married,*,no,yes,no,telephone,Q3,Mid-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40013,"[0, 40[",*,single,*,no,no,no,telephone,Q3,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40014,"[40, 80[",*,married,*,no,yes,yes,cellular,Q3,Mid-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40015,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Mid-Week,*,0-100,3-5,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40016,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Mid-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40017,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Mid-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40018,"[0, 40[",*,married,*,no,no,no,telephone,Q3,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40019,"[0, 40[",*,divorced,*,no,no,no,telephone,Q3,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40021,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40022,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Late-Week,*,0-100,3-5,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40023,"[0, 40[",*,married,*,no,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40024,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Late-Week,*,0-100,3-5,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40025,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40026,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Late-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40032,"[40, 80[",*,divorced,*,no,no,no,cellular,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40033,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40034,"[0, 40[",*,married,*,no,yes,no,telephone,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40035,"[0, 40[",*,married,*,no,yes,yes,telephone,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40036,"[40, 80[",*,divorced,*,no,no,no,cellular,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40037,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40038,"[40, 80[",*,divorced,*,no,yes,no,cellular,Q3,Early-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40039,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40040,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Early-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40041,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40042,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40043,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Early-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40044,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Early-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40046,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40047,"[0, 40[",*,single,*,no,no,no,telephone,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40048,"[40, 80[",*,married,*,no,yes,yes,cellular,Q3,Early-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40049,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Early-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40051,"[0, 40[",*,single,*,no,yes,yes,telephone,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40052,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Mid-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40053,"[40, 80[",*,married,*,no,no,no,telephone,Q3,Mid-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40054,"[0, 40[",*,married,*,no,yes,yes,telephone,Q3,Mid-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40055,"[0, 40[",*,married,*,no,yes,no,cellular,Q3,Mid-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40056,"[0, 40[",*,married,*,no,no,no,telephone,Q3,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40057,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Mid-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40058,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40059,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Mid-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40060,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Mid-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40061,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Mid-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40062,"[0, 40[",*,married,*,no,unknown,unknown,cellular,Q3,Mid-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40065,"[0, 40[",*,single,*,no,no,no,telephone,Q3,Mid-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40066,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40067,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Mid-Week,*,0-100,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40068,"[0, 40[",*,single,*,no,no,no,telephone,Q3,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40069,"[0, 40[",*,married,*,no,yes,no,cellular,Q3,Mid-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40070,"[40, 80[",*,married,*,no,yes,yes,cellular,Q3,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40071,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40072,"[0, 40[",*,married,*,no,yes,no,cellular,Q3,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40073,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40074,"[0, 40[",*,single,*,no,no,no,telephone,Q3,Mid-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40077,"[0, 40[",*,married,*,no,yes,no,cellular,Q3,Mid-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40080,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40081,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40082,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40083,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40085,"[40, 80[",*,married,*,no,no,yes,cellular,Q3,Late-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40086,"[0, 40[",*,single,*,no,no,yes,telephone,Q3,Late-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40088,"[0, 40[",*,single,*,no,yes,no,telephone,Q3,Late-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40090,"[40, 80[",*,divorced,*,no,no,no,cellular,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40092,"[0, 40[",*,single,*,no,yes,yes,cellular,Q3,Early-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40095,"[0, 40[",*,single,*,no,no,yes,cellular,Q3,Early-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40097,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40099,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40100,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Early-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40101,"[0, 40[",*,single,*,unknown,no,yes,cellular,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40102,"[0, 40[",*,single,*,no,yes,yes,cellular,Q3,Early-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40103,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Early-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40106,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40107,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40108,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Early-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40109,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Early-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40110,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Early-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40111,"[0, 40[",*,single,*,unknown,no,no,cellular,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40112,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Early-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40114,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40115,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Early-Week,*,0-100,3-5,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40116,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Early-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40118,"[0, 40[",*,married,*,no,yes,yes,telephone,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40119,>=80,*,married,*,no,no,no,telephone,Q3,Early-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40120,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40121,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40122,"[0, 40[",*,married,*,no,yes,no,cellular,Q3,Early-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40124,"[0, 40[",*,single,*,no,yes,yes,cellular,Q3,Early-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40125,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Early-Week,*,0-100,3-5,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40126,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Early-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40127,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Early-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40128,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Early-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40130,"[0, 40[",*,single,*,no,yes,no,telephone,Q3,Early-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40131,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Early-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40132,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Early-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40135,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Mid-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40136,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Mid-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40137,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40138,"[40, 80[",*,single,*,no,yes,no,cellular,Q3,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40139,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40140,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40141,"[0, 40[",*,single,*,no,yes,no,telephone,Q3,Mid-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40142,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Mid-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40143,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40144,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40146,"[0, 40[",*,married,*,no,yes,no,cellular,Q3,Mid-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40147,"[0, 40[",*,married,*,no,yes,yes,cellular,Q3,Mid-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40148,"[0, 40[",*,single,*,no,yes,no,telephone,Q3,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40149,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40151,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Mid-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40152,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Mid-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40153,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Mid-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40154,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Mid-Week,*,>200,0,nonexistent,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40155,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Mid-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40156,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Mid-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40158,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Mid-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40159,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Mid-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40160,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Mid-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
40161,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Mid-Week,*,0-100,3-5,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40163,"[40, 80[",*,divorced,*,no,no,no,cellular,Q3,Mid-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40164,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Mid-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40165,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Mid-Week,*,>200,1-2,failure,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,yes
40166,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Mid-Week,*,0-100,1-2,success,Negative (<=-1),>94,Low (-45 to -35),Low (<=1),<5000,no
