Linkage_Index,City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
1838,Daishuku,KwaZulu-Natal,India,G1W,46.7574,-71.2861,America/Toronto,Le Groupe Videotron Ltee,Videotron Ltee,AS5769 Videotron Ltee
1839,Rio Saliceto,Ohio,United Kingdom,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1840,Seattle,Hesse,The Netherlands,96521,22.3193,114.169,Asia/Hong_Kong,Greacon Limited,Mall Ltd,AS208770 Greacon Limited
1841,Fairfax,Virginia,United States,22030,38.8635,-77.3322,America/New_York,Diplomatic Telecommunications Services - Program Office (DTS-PO),Diplomatic Telecommunications Services - Program Office,
1842,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1843,Sierra Vista,England,China,R56,53.1508,-6.8314,Europe/Dublin,HEANET,,AS1213 HEAnet CLG
1844,Birmingham,Alabama,United States,35201,33.5186,-86.8104,America/Chicago,National Aeronautics and Space Administration,National Aeronautics and Space Administration,
1845,Beijing,Porto,United Kingdom,600001,13.0615,80.2615,Asia/Kolkata,Dishnet Wireless limited,,
1846,Lipu,Zhejiang,China,,29.1416,119.789,Asia/Shanghai,China Telecom,,AS140485 CHINATELECOM ZHEJIANG province HANGZHOU 5GC network
1847,Bupyeong-gu,Incheon,South Korea,21443,37.5007,126.7076,Asia/Seoul,Korea Telecom,Korea Telecom,AS4766 Korea Telecom
1848,Houston,Texas,United States,77042,29.7285,-95.5645,America/Chicago,Verizon Business,"CADCentre, Inc.",AS701 Verizon Business
1849,Auckland,Auckland,New Zealand,1010,-36.8542,174.764,Pacific/Auckland,BBA-SPARK,Spark New Zealand Trading Ltd,
1850,Brescia,Lombardy,Italy,25124,45.5252,10.2157,Europe/Rome,Imiweb Bank S.p.A,UBI Sistemi e Servizi S.c.p.a,
1851,Chiyoda,Tokyo,Japan,100-8111,35.6906,139.77,Asia/Tokyo,Kddi Corporation,KDDI,AS2516 KDDI CORPORATION
1852,Minato-ku,England,Ireland,,-1.32501,36.8489,Africa/Nairobi,Airtel KE Mobile & Fixed Internet,,AS327708 Airtel Rwanda Ltd
1853,Madrid,Madrid,Spain,28070,40.4168,-3.70379,Europe/Madrid,Telefonica De Espana S.A.U.,Multichoice Africa Limited,AS3352 TELEFONICA DE ESPANA S.A.U.
1854,Centreville,Virginia,United States,20120,38.8397,-77.4335,America/New_York,American Registry Internet Numbers,American Registry Internet Numbers,
1855,Rahway,New Jersey,United States,7065,40.6123,-74.267,America/New_York,Merck and Co,"Merck and Co., Inc",
1856,Monroe,Louisiana,United States,71203,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
1857,Muping,North Brabant,United States,100 04,59.3293,18.0686,Europe/Stockholm,Tele2 SWIPNET,Mobile Services,AS1257 Tele2 Sverige AB
1858,Amsterdam,North Holland,The Netherlands,1098,52.3562,4.95125,Europe/Amsterdam,Schlumberger Limited,Schlumberger Limited,AS72 Schlumberger Limited
1859,Pok Fu Lam,Southern,Hong Kong,96521,22.283,114.137,Asia/Hong_Kong,Joint Universities Computer Centre Limited,Joint Universities Computer Centre Limited,AS137207 Joint Universities Computer Centre Limited
1860,Taipei,Taiwan,Taiwan,,25.033,121.565,Asia/Taipei,Taiwan Fixed Network,"Taiwan Telecommunication Network Services Co., LTD.","AS9924 Taiwan Fixed Network, Telco and Network Service Provider."
1861,Lima,Lima Province,Peru,,-12.0432,-77.0282,America/Lima,Optical Technologies S.A.C.,Consorcio Viaducto Gambetta,AS27843 WIN EMPRESAS S.A.C.
1862,Los Angeles,Telangana,United States,,31.2222,121.4581,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group)
1863,Dublin,Leinster,Ireland,D02,53.3498,-6.26031,Europe/Dublin,Amazon Technologies Inc.,AWS EC2 (eu-west-1),"AS16509 Amazon.com, Inc."
1864,Cernusco sul Naviglio,Lombardy,Italy,20063,45.5165,9.33948,Europe/Rome,Noixa Low Latency Network,,
1865,Zeist,Utrecht,The Netherlands,3705,52.1006,5.2375,Europe/Amsterdam,SURFnet II b,"Graafschap College, Slingelaan 1, NL-7001 EA Doetinchem",AS1103 SURF B.V.
1866,Albuquerque,New Mexico,United States,87110,35.1131,-106.5781,America/Denver,CenturyLink,"CenturyLink, Inc","AS209 CenturyLink Communications, LLC"
1867,Komone,Texas,China,70111,62.898,27.6782,Europe/Helsinki,Enfo Oyj,ENFO,AS29282 Enfo Oy
1868,Iasi,Iași County,Romania,700489,47.1672,27.6083,Europe/Bucharest,Orange Romania Network,Orange Romania S.A,AS8953 Orange Romania S.A.
1869,Los Angeles,California,United States,90009,34.0549,-118.243,America/Los_Angeles,Intercontinental Internet Data Corp,Cloud Innovation Ltd,AS35916 MULTACOM CORPORATION
1870,Singapore,Lampung,France,361001,22.4454,70.0682,Asia/Kolkata,BUBBLE-SERVER-LLP,Bubble Server LLP,
1871,Melbourne,Victoria,Australia,3910,-38.1532,145.1944,Australia/Melbourne,SingTel Optus Pty Ltd,Optus Internet Pty Ltd,AS4804 Microplex PTY LTD
1872,Juiz de Fora,Michigan,United States,H8N,45.4408,-73.6126,America/Toronto,Altima Telecom,Altima Solutions Limited,AS22423 Altima Telecom
1873,London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,AWS CloudFront (GLOBAL),
1874,Minato-ku,Tokyo,Japan,104-0045,35.6629,139.761,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB Corp.,AS17676 SoftBank Corp.
1875,Madrid,Madrid,Spain,28001,40.4299,-3.6691,Europe/Madrid,RIMA (Red IP Multi Acceso),,AS3352 TELEFONICA DE ESPANA S.A.U.
1876,London,New York,Canada,20000-000,-22.9068,-43.1729,America/Sao_Paulo,Oi S.A. - Em Recuperação Judicial,Oi S.A. - Em Recuperação Judicial,AS14571 Oi S.A. - Em Recuperação Judicial
1877,Kuala Lumpur,Kuala Lumpur,Malaysia,50515,3.1408,101.6852,Asia/Kuala_Lumpur,TM TECHNOLOGY SERVICES SDN BHD,Adsl Streamyx,AS4788 TM TECHNOLOGY SERVICES SDN. BHD.
1878,Reseda,Baden-Wurttemberg,United States,98108,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
1879,Gimhae,Gyeongsangnam-do,South Korea,510,35.1744,128.8314,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
1880,London,Beijing,Taiwan,20548,38.8986,-77.0178,America/New_York,U.S. Government Accountability Office,U.S. Government Accountability Office,
1881,Dublin,Leinster,Ireland,D02,53.3379,-6.2591,Europe/Dublin,NTL Ireland,,AS6830 Liberty Global B.V.
1882,Talavera de la Reina,Castille-La Mancha,Spain,45600,39.9607,-4.8247,Europe/Madrid,Telefonica de Espana SAU,RIMA (Red IP Multi Acceso),AS3352 TELEFONICA DE ESPANA S.A.U.
1883,Bridgewater,Louisiana,United States,94109,37.783,-122.417,America/Los_Angeles,Microsoft Corporation,Microsoft Azure Cloud (westus),AS8075 Microsoft Corporation
1884,Kyiv,Kyiv City,Ukraine,1011,50.4501,30.5234,Europe/Kiev,SELDICO,,AS62117 Subsidiary with 100 percent foreign investment SELDIKO
1885,Redmond,Washington,United States,98052,47.6694,-122.122,America/Los_Angeles,AT&T Mobility LLC,AT&T Mobility LLC,
1886,Santa Clara,Texas,United States,22536,32.4557,-117.0004,America/Tijuana,Uninet S.A. de C.V.,"Telefonos del Noroeste, S.A. de C.V",AS8151 UNINET
1887,Guiyang,Guizhou,China,,26.58,106.7223,Asia/Shanghai,Cloud Computing Corporation,Chinanet SD,AS58519 Cloud Computing Corporation
1888,Newark,New Jersey,United States,7102,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
1889,Chennai,Saitama,Canada,3512,52.0907,5.12142,Europe/Amsterdam,SURFnet III a,SURFnet bv,AS1101 SURF B.V.
1890,San José,Provincia de San Jose,Costa Rica,10109,9.9441,-84.1442,America/Costa_Rica,Instituto Costarricense de Electricidad y Telecom.,LIMON,AS11830 Instituto Costarricense de Electricidad y Telecom.
1891,Rotterdam,South Holland,The Netherlands,3066,51.9381,4.5445,Europe/Amsterdam,KPN B.V,Entree Vert,AS1136 KPN B.V.
1892,Sierra Vista,Cairo Governorate,United States,28045,40.3863,-3.6829,Europe/Madrid,Uni2 1,,AS12479 Orange Espagne SA
1893,Sierra Vista,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
1894,Mazieres-de-Touraine,District of Columbia,China,,23.379,113.763,Asia/Shanghai,CHINANET-GD,Chinanet GD,
1895,Brasília,Federal District,Brazil,70640,-15.7792,-47.9341,America/Sao_Paulo,Servico Federal De Processamento De Dados - Serpro,Servico Federal De Processamento De Dados - Serpro,AS10954 SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO
1896,Newark,New Jersey,United States,7175,40.7357,-74.1724,America/New_York,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS22394 Verizon Business
1897,Moscow,Moscow,Russia,,55.6445,37.5411,Europe/Moscow,Telecom Service LLC,FORCELINE,AS51343 Telecom Service LLC
1898,Beijing,Beijing,China,,39.9042,116.407,Asia/Shanghai,Etelnet,"Beijing Etelphone Technology CO., LTD",
1899,Skellefteå,Shandong,United States,M1X,43.8307,-79.21,America/Toronto,NSI (Holdings) Limited,Together Networks Limited,AS196962 NSI (Holdings) Limited
1900,Ashburn,Virginia,United States,20147,39.0519,-77.4523,America/New_York,DXC US Latin America Corporation,DXC US Latin America Corporation,AS21877 DXC US Latin America Corporation
1901,Villiers-Saint-Fréderic,Île-de-France,France,78640,48.8194,1.89156,Europe/Paris,RENAULT,Renault,
1902,Jefferson City,Taipei,United States,90475,49.405,11.1617,Europe/Berlin,Contabo GmbH,Contabo GmbH,AS51167 Contabo GmbH
1903,Gangnam-gu,São Paulo,United States,100-8111,35.6916,139.768,Asia/Tokyo,CSF-CABLELINE,Kyushu Tele Communications Company,
1904,Newark,New Jersey,United States,7102,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
1905,Chicago,Illinois,United States,60666,41.8781,-87.6298,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
1906,Monroe,Ohio,India,91335,34.1979,-118.5371,America/Los_Angeles,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
1907,Martlesham,England,United Kingdom,IP5,52.0588,1.2782,Europe/London,BTnet,,AS2856 British Telecommunications PLC
1908,Sunnyvale,Vienna,Japan,23917,36.677696,-78.37471,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (usgovvirginia),AS8070 Microsoft Corporation
1909,London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
1910,Radcliffe on Trent,England,United Kingdom,NG12,52.9526,-1.01242,Europe/London,Virgin Media Limited,Senior Internet Ltd,AS5089 Virgin Media Limited
1911,Cairo,California,Finland,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1912,Cape Town,Arizona,Canada,173-0031,35.7458,139.6911,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
1913,Brasov,Brașov County,Romania,500482,45.6524,25.6109,Europe/Bucharest,RCS & RDS,RCS & RDS Residential,AS8708 RCS & RDS
1914,Monroe,Louisiana,United States,71203,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
1915,Dearborn,Michigan,United States,48121,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,
1916,Ludwigshafen am Rhein,England,United States,21202,39.303,-76.6062,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS33657 Comcast Cable Communications, LLC"
1917,New York,New York,United States,10123,40.7128,-74.006,America/New_York,"AT&T Services, Inc.",AT&T Internet Services,"AS7018 AT&T Services, Inc."
1918,Huntsville,Texas,United States,77341,30.7159,-95.5548,America/Chicago,Sam Houston State University,Sam Houston State University,AS33187 Sam Houston State University
1919,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1920,Brazlândia,Federal District,Brazil,72700,-15.6716,-48.2064,America/Sao_Paulo,V tal,V tal,AS8167 V tal
1921,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1922,Olympia,Krasnodar Krai,China,32837,28.3939,-81.4216,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
1923,Whitehall,Georgia,United States,464993,23.2599,77.4126,Asia/Kolkata,RCOM-Wireless-3G,Reliance Communication Ltd,
1924,Hangzhou,Zhejiang,China,,30.2742,120.155,Asia/Shanghai,Chinanet,Ytwl,AS58461 CT-HangZhou-IDC
1925,Ashburn,Virginia,United States,20147,39.0519,-77.4523,America/New_York,Amazon.com,DXC US Latin America Corporation,
1926,Tucson,California,Ukraine,76706,31.5154,-97.1219,America/Chicago,Texas State Technical College at Waco,Texas State Technical College at Waco,AS17327 Texas State Technical College at Waco
1927,Heilbronn,Baden-Wurttemberg,Germany,74072,49.1408,9.2149,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
1928,Denver,England,United States,,39.911,116.395,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
1929,Petaling Jaya,Selangor,Malaysia,46050,3.0921,101.649,Asia/Kuala_Lumpur,P1NETWORKS,,
1930,Shenzhen,Guangdong,China,518000,22.5431,114.058,Asia/Shanghai,China Internet Network Information Center,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
1931,Beijing,Beijing,China,100000,39.9042,116.407,Asia/Shanghai,China Networks Inter-Exchange,Bjenet,AS4847 China Networks Inter-Exchange
1932,Des Plaines,Illinois,United States,60016,42.0487,-87.8905,America/Chicago,Verizon Business,Verizon Business,AS6167 Verizon Business
1933,Toyosu,New York,Canada,8190,41.4706,2.08611,Europe/Madrid,RIMA (Red IP Multi Acceso),,AS3352 TELEFONICA DE ESPANA S.A.U.
1934,London,England,United Kingdom,W1B,51.5072,-0.127586,Europe/London,Verizon Business,Verizon Nederland B.V.,AS702 Verizon Business
1935,London,England,United Kingdom,W1B,51.5072,-0.127586,Europe/London,Serco Solutions Limited,Serco Group PLC,
1936,Eschborn,Hesse,Germany,65760,50.1333,8.57607,Europe/Berlin,Vodafone Global Enterprise Inc.,Vodafone D2 GmbH,AS3209 Vodafone GmbH
1937,Madrid,Madrid,Spain,28050,40.5167,-3.66479,Europe/Madrid,Telefonica de Espana SAU,RIMA (Red IP Multi Acceso),AS3352 TELEFONICA DE ESPANA S.A.U.
1938,Atlanta,Georgia,United States,30301,33.7485,-84.3871,America/New_York,"Akamai Technologies, Inc.",Linode,AS63949 Akamai Connected Cloud
1939,Yintai,Arizona,China,27709,35.905,-78.8566,America/New_York,IBM,IBM,
1940,Kildare,California,United States,85613,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS367 DoD Network Information Center
1941,Durham,New Jersey,Kenya,3042,43.042,-71.0755,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7015 Comcast Cable Communications, LLC"
1942,Basking Ridge,Ohio,Turkey,W1B,51.5074,-0.127758,Europe/London,Societe Internationale de Telecommunications Aeronautiques,Societe Internationale de Telecommunications Aeronautiques,
1943,London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Amazon.com,"Amazon.com, Inc.",
1944,Montreal,Arizona,United States,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
1945,Fornebu,Beijing,Kenya,,22.5431,114.058,Asia/Shanghai,Tencent Cloud Computing,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
1946,London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Morgan Stanley Group Inc.,Morgan Stanley Group Inc.,
1947,Kyiv,Kyiv City,Ukraine,3113,50.458,30.5303,Europe/Kyiv,Bilink LLC,Bilink,AS48683 Bilink LLC
1948,Luçon,Pays de la Loire,France,85400,46.4623,-1.1556,Europe/Paris,Orange,,AS3215 Orange S.A.
1949,Irwin,Pennsylvania,United States,15642,40.3177,-79.7223,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7016 Comcast Cable Communications, LLC"
1950,Portland,Oregon,United States,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
1951,Springfield,Missouri,United States,65807,37.168,-93.3039,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
1952,Taguig,Washington,United States,,-6.23865,106.824,Asia/Jakarta,PT Media Andalan Nusa,Groovy,AS138841 PT Media Andalan Nusa
1953,Borsov nad Vltavou,Jihocesky kraj,Czechia,373 82,48.9263,14.4374,Europe/Prague,Vodafone Czech Republic a.s.,Vodafone Czech Republic,AS16019 Vodafone Czech Republic a.s.
1954,Paris,Île-de-France,France,75000,48.8566,2.35222,Europe/Paris,Orange S.A,France Telecom Orange,AS3215 Orange S.A.
1955,Goes,Selangor,United States,3142,-37.8391,145.0197,Australia/Melbourne,Canaccord Genuity Financial Limited,Canaccord Genuity Financial Limited,"AS9472 Level 23, Exchange Plaza"
1956,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1957,Paris,Île-de-France,France,75000,48.8566,2.35222,Europe/Paris,TVCCONV,France Telecom services,
1958,Barcelona,Catalonia,Spain,8020,41.4287,2.2164,Europe/Madrid,Vodafone Espana S.A.U.,Vodafone Espana S.A.U,AS12430 VODAFONE ESPANA S.A.U.
1959,Forquilhinha,Santa Catarina,Brazil,88850,-28.7888,-49.4635,America/Sao_Paulo,TecleNet Solucoes Tecnologicas,TecleNet Solucoes Tecnologicas,AS52775 TecleNet Solucoes Tecnologicas
1960,Cairo,Cairo Governorate,Egypt,,30.0444,31.2357,Africa/Cairo,Etisalat Misr Mobile BB,,AS36992 ETISALAT MISR
1961,Dublin,Ohio,Egypt,85613,31.5552,-110.35,America/Phoenix,RCC-C,USAISC,AS367 DoD Network Information Center
1962,San Francisco,California,United States,94109,37.783,-122.417,America/Los_Angeles,Microsoft Corporation,Microsoft Azure Cloud (westus),AS8075 Microsoft Corporation
1963,Nowa Sol,Lubusz,Poland,67-100,51.8034,15.7171,Europe/Warsaw,Orange Polska Spolka Akcyjna,Orange Polska S.A.,AS5617 Orange Polska Spolka Akcyjna
1964,Tsukagoshi,Kanagawa,Japan,231-0851,35.4429,139.6604,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
1965,Feltham,England,United Kingdom,TW13,51.4305,-0.427685,Europe/London,BP International Ltd,BP International Ltd,
1966,Istanbul,Hesse,United States,77002,29.7646,-95.3657,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
1967,Sejong,Sejong-si,South Korea,300,36.5916,127.2916,Asia/Seoul,LG DACOM Corporation,Boranet,AS3786 LG DACOM Corporation
1968,Niederbipp,Bern,Switzerland,4704,47.2701,7.7004,Europe/Zurich,Quickline AG,,AS15600 Quickline AG
1969,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1970,Shanghai,Shanghai,China,,31.2304,121.474,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group)
1971,Brampton,Ontario,Canada,L6T,43.7037,-79.7163,America/Toronto,Rogers Wireless Inc.,Rogers Wireless Inc.,
1972,Suzhou,Jiangsu,China,215000,31.299,120.585,Asia/Shanghai,China Mobile communications corporation,China Mobile,AS56046 China Mobile communications corporation
1973,Amstelveen,North Holland,The Netherlands,1181,52.3003,4.86889,Europe/Amsterdam,Sociale Verzekeringsbank,,
1974,Los Mochis,Gansu,United States,48121,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,
1975,Urbana,Ohio,United States,43078,40.1067,-83.7621,America/New_York,Charter Communications,Spectrum,AS10796 Charter Communications Inc
1976,Okazawacho,Kanagawa,Japan,240-0062,35.4691,139.5945,Asia/Tokyo,"Research Organization of Information and Systems, National Institute of Informa",,"AS2907 Research Organization of Information and Systems, National Institute of Informatics"
1977,Okayama,Ohio,China,100 04,59.3293,18.0686,Europe/Stockholm,Telia Company AB,Telia Network Services,AS3301 Telia Company AB
1978,Biloxi,Mississippi,United States,39532,30.5095,-88.9735,America/Chicago,AT&T Corp.,AT&T Corp,AS6389 AT&T Corp.
1979,Columbus,Georgia,United States,2601,-35.2809,149.13,Australia/Sydney,ACT Government InTACT Group,ACT Government InTACT Group,AS139344 ACT Government InTACT Group
1980,Utrecht,Utrecht,The Netherlands,3512,52.0907,5.12142,Europe/Amsterdam,SURFnet III b,SURFnet bv,AS1101 SURF B.V.
1981,Hamburg,Beijing,South Korea,,30.6498,104.0555,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE
1982,Fredericton,New Brunswick,Canada,E3B,45.8122,-66.6784,America/Moncton,Bell Canada,Bell Aliant / FibreOp,AS855 Bell Canada
1983,Anyang-si,Gyeonggi-do,South Korea,14088,37.3884,126.936,Asia/Seoul,LG DACOM Corporation,Boranet,AS3786 LG DACOM Corporation
1984,Boydton,Virginia,United States,23917,36.677696,-78.37471,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (eastus),AS8075 Microsoft Corporation
1985,Riyadh,Riyadh Region,Saudi Arabia,9848,24.6869,46.7224,Asia/Riyadh,Saudi Telecom Company JSC,Saudinet,AS25019 Saudi Telecom Company JSC
1986,Namyangju,Gyeonggi-do,South Korea,120,37.7486,127.1888,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
1987,Bremen,Bremen,Germany,28195,53.0832,8.78828,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
1988,Haymarket,Virginia,United States,20169,38.8672,-77.6488,America/New_York,Verizon Business,Verizon Business,AS701 Verizon Business
1989,Guadalajara,Jalisco,Mexico,44900,20.6366,-103.4355,America/Mexico_City,"Mega Cable, S.A. de C.V.","Mega Cable, S.A. de C.V","AS13999 Mega Cable, S.A. de C.V."
1990,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1991,San Jose,California,United States,95141,37.3382,-121.886,America/Los_Angeles,Akamai International B.V.,"Akamai Technologies, Inc.",AS20940 Akamai International B.V.
1992,Haidian,Nevada,China,84044,40.6979,-112.0865,America/Denver,Verizon Business,Verizon Business,AS22394 Verizon Business
1993,Toronto,Ontario,Canada,M5A,43.6532,-79.3832,America/Toronto,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc."
1994,Seattle,Washington,United States,98160,47.6034,-122.3414,America/Los_Angeles,EdgeCast Networks,"EdgeCast Networks, Inc",
1995,Melbourne,Florida,United States,32901,28.0908,-80.6385,America/New_York,"L3Harris Technologies, Inc.","L3Harris Technologies, Inc.","AS243 L3Harris Technologies, Inc."
1996,Palo Alto,Hauts-de-France,Egypt,,39.9042,116.407,Asia/Shanghai,HYIC,,AS4538 China Education and Research Network Center
1997,Eisenach,Thuringia,Germany,99817,50.9831,10.3168,Europe/Berlin,Plusnet GmbH,Top Mehrwert-Logistik GmbH & Co.,AS20676 Plusnet GmbH
1998,Overland Park,Kansas,United States,66212,38.9507,-94.6824,America/Chicago,Charter Communications,Spectrum,AS11427 Charter Communications Inc
1999,São Paulo,São Paulo,Brazil,1000,-23.6283,-46.6409,America/Sao_Paulo,TIM S/A,Tim Celular S.A.,AS26615 TIM S/A
2000,Memphis,Tennessee,United States,38103,35.1431,-90.0492,America/Chicago,"The University of Tennessee, Memphis",University of Tennessee,"AS16989 The University of Tennessee, Memphis"
2001,Huntsville,Alabama,United States,35801,34.7315,-86.5654,America/Chicago,WideOpenWest Finance LLC,WideOpenWest Finance LLC,AS12083 WideOpenWest Finance LLC
2002,Lake Mary,Jujuy,South Korea,10041,40.7033,-74.0089,America/New_York,Depository Trust & Clearing Corporation,Depository Trust & Clearing Corporation,
2003,Rahway,New Jersey,United States,7065,40.6123,-74.267,America/New_York,Merck and Co,"Merck and Co., Inc",
2004,London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
2005,Palo Alto,Giza,Canada,90000,-30.1169,-51.2658,America/Sao_Paulo,Vivo,TELEFONICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A
2006,Sterling,Virginia,United States,20163,39.01,-77.43,America/New_York,Groupe LWS SARL,Groupe LWS SARL,
2007,Amsterdam,North Holland,The Netherlands,1012,52.3676,4.90414,Europe/Amsterdam,in2ip B.V.,Vertebratus B.V,AS34141 in2ip B.V.
2008,Santa Clara,California,United States,95052,37.3862,-121.964,America/Los_Angeles,Intel Corporation,Intel Corporation,
2009,Amsterdam,North Holland,Netherlands,1098,52.352,4.9392,Europe/Amsterdam,Oracle Corporation,Oracle Cloud Infrastructure (eu-amsterdam-1),AS31898 Oracle Corporation
2010,Citrus Heights,California,United States,95610,38.6975,-121.2714,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS33667 Comcast Cable Communications, LLC"
2011,Paris,Île-de-France,France,75001,48.8323,2.4075,Europe/Paris,CHIYODA,Chiyoda Corporation,
2012,Parker,District of Columbia,Poland,,39.9786,116.302,Asia/Shanghai,Tencent Cloud Computing (Beijing) Co,"Tencent Cloud Computing (Beijing) Co., Ltd",
2013,Detroit,Michigan,United States,48265,42.3296,-83.0395,America/Detroit,General Motors LLC,General Motors LLC,
2014,Whitehall,Ontario,United States,,-24.9651,-53.4528,America/Sao_Paulo,Rpnet Informatica Ltda - ME,Rpnet Informatica Ltda - ME,AS266105 RPNET INFORMATICA LTDA - ME
2015,Montgomery,Arkansas,Brazil,62702,39.8026,-89.6558,America/Chicago,Illinois Century Network,Illinois Century Network,AS6325 Illinois Century Network
2016,Ashburn,Illinois,The Netherlands,,39.9042,116.407,Asia/Shanghai,Alibaba Cloud,Aliyun Computing Co.,
2017,Hialeah,Florida,United States,33015,25.9381,-80.3146,America/New_York,Windstream Communications LLC,Windstream Communications LLC,AS7029 Windstream Communications LLC
2018,Norfolk,Virginia,United States,23501,36.9151,-76.1866,America/New_York,DoD Network Information Center,Navy Network Information Center,AS749 DoD Network Information Center
2019,New York,New York,United States,10011,40.7597,-73.981,America/New_York,MOD Mission Critical,Fast Track Internet,"AS54103 MOD Mission Critical, LLC"
2020,São Paulo,Florida,Germany,110092,28.6397,77.2859,Asia/Kolkata,TATA Communications Internet Services Ltd,PTIL,AS17820 DIRECT INTERNET LTD.
2021,Collierville,Tennessee,United States,38017,35.042,-89.6645,America/Chicago,FedEx Internet Technologies Corporation,FedEx,AS7726 FedEx Internet Technologies Corporation
