Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type,Linkage_Index
260404233037+0200,240,05,24005,37806496,32584358,23084030,240-05-****,240-05-****-**,5G,Smartphone,897
260408095719+0100,240,01,24001,11609812,19418611,17495558,240-01-****,240-01-****-**,3G,Smartphone,1340
260404221543+0200,206,01,20601,32144734,46108523,40845308,206-01-****,206-01-****-**,5G,Smartphone,2450
260408111314+0200,240,02,24002,23017800,15319950,22536197,240-02-****,240-02-****-**,5G,Tablet,2613
260406034025+0100,206,10,20610,37292583,38064503,37017890,206-10-****,206-10-****-**,3G,Tablet,2243
260407163046+0200,206,20,20620,45982755,38377060,51418963,206-20-****,206-20-****-**,5G,Smartphone,1070
260403181604-0600,310,480,310480,97722392,84012479,80864943,310-480-****,310-480-****-**,4G,Tablet,1759
260404150030+0200,240,02,24002,19063773,10564315,26618463,240-02-****,240-02-****-**,5G,Smartphone,432
260405192314-0700,310,120,310120,89583624,73228594,85695215,310-120-****,310-120-****-**,5G,IoT Device,1487
260405231357-0600,310,120,310120,94448614,74648872,87879297,310-120-****,310-120-****-**,3G,IoT Device,781
260403010107-0800,310,480,310480,87709751,90481660,74855729,310-480-****,310-480-****-**,4G,IoT Device,172
260403072241+0100,240,04,24004,14711488,20819650,11482628,240-04-****,240-04-****-**,5G,Smartphone,2114
260407135427+0200,206,10,20610,54325362,46420349,29525793,206-10-****,206-10-****-**,5G,Smartphone,2925
260405122744-0600,310,480,310480,93493335,84819693,96053974,310-480-****,310-480-****-**,3G,Tablet,1894
260404172833+0200,206,05,20605,48746770,34626268,51897094,206-05-****,206-05-****-**,5G,Smartphone,268
260405003302+0100,206,20,20620,36340978,43819837,51961931,206-20-****,206-20-****-**,5G,IoT Device,879
260406094501+0100,240,08,24008,24946292,29945382,15151583,240-08-****,240-08-****-**,4G,Tablet,793
260317221922-0700,310,410,310410,77401853,78824153,70315675,310-410-****,310-410-****-**,3G,Smartphone,89
260405015418+0100,206,05,20605,37778441,33096100,45835445,206-05-****,206-05-****-**,5G,Tablet,386
260404002534-0500,310,260,310260,73104242,90397721,97871454,310-260-****,310-260-****-**,4G,Smartphone,2098
260406074908+0000,234,10,23410,72976061,52692741,58269577,234-10-****,234-10-****-**,4G,Tablet,1030
260408073443+0000,234,20,23420,73523762,58939101,57435873,234-20-****,234-20-****-**,5G,Smartphone,1629
260402220748+0000,234,33,23433,74336187,73436423,70388136,234-33-****,234-33-****-**,3G,Tablet,1795
260331124144+0100,206,20,20620,40029860,53538243,43381318,206-20-****,206-20-****-**,5G,Smartphone,63
260407050529+0200,240,07,24007,11242836,30301053,12462041,240-07-****,240-07-****-**,5G,Smartphone,623
260404070745+0000,234,15,23415,75812145,51551944,55950225,234-15-****,234-15-****-**,3G,Tablet,2913
260406080204+0100,240,04,24004,31729750,16012357,26872441,240-04-****,240-04-****-**,5G,IoT Device,1052
260403093911+0200,206,01,20601,56781856,33842102,53025471,206-01-****,206-01-****-**,5G,Smartphone,1136
260407223145+0100,206,01,20601,55825066,48165369,52504256,206-01-****,206-01-****-**,5G,Smartphone,2976
260407130151+0200,240,16,24016,13480750,23622714,19757414,240-16-****,240-16-****-**,3G,Smartphone,2517
260406022641-0800,310,480,310480,73903117,91804531,71228210,310-480-****,310-480-****-**,4G,IoT Device,2040
260408033607+0000,234,15,23415,70281826,71085745,73871522,234-15-****,234-15-****-**,4G,Smartphone,1743
260408121806+0100,206,20,20620,38188483,48805961,41588212,206-20-****,206-20-****-**,4G,Smartphone,723
260403010103+0200,240,02,24002,29290215,30685751,14226773,240-02-****,240-02-****-**,5G,Smartphone,2510
260405042251+0200,206,05,20605,36706548,51791518,47301142,206-05-****,206-05-****-**,5G,Smartphone,1057
260405203431+0000,234,20,23420,52494303,72410204,68293500,234-20-****,234-20-****-**,3G,IoT Device,434
260404172032+0000,234,10,23410,66774578,62608567,66634658,234-10-****,234-10-****-**,3G,Smartphone,2626
260408134451+0100,240,07,24007,18527968,17320922,16323436,240-07-****,240-07-****-**,5G,Tablet,2865
260404165552-0500,310,120,310120,83093845,89466517,82625136,310-120-****,310-120-****-**,3G,IoT Device,1546
260408005804-0500,310,260,310260,78021088,75731383,94596195,310-260-****,310-260-****-**,4G,IoT Device,1523
260320035830+0100,234,33,23433,64051935,55081189,63856641,234-33-****,234-33-****-**,4G,Smartphone,2
260405105642+0100,234,20,23420,57535485,67103786,58114387,234-20-****,234-20-****-**,3G,Tablet,2438
260402034430+0100,240,24,24024,19950708,32667821,27797366,240-24-****,240-24-****-**,4G,Smartphone,2566
260405171532+0000,234,15,23415,51681850,55133513,77001844,234-15-****,234-15-****-**,3G,IoT Device,524
260406044700+0000,234,20,23420,57125109,58235783,66517311,234-20-****,234-20-****-**,3G,Smartphone,1495
260402203154+0100,240,24,24024,19910770,13016456,26189173,240-24-****,240-24-****-**,5G,Smartphone,1572
260401231727+0100,234,33,23433,51145582,50351576,54957991,234-33-****,234-33-****-**,3G,Smartphone,1481
260406192930+0200,206,20,20620,33138151,33662703,31851608,206-20-****,206-20-****-**,4G,Smartphone,563
260406074743+0200,206,10,20610,47056261,53730071,28147563,206-10-****,206-10-****-**,4G,Smartphone,1621
260405015356+0200,240,16,24016,33150979,27346622,14772769,240-16-****,240-16-****-**,5G,Smartphone,106
260404144113+0100,206,20,20620,45596566,34550362,46127137,206-20-****,206-20-****-**,5G,Smartphone,735
260404164652+0100,234,10,23410,71657428,63659182,72303189,234-10-****,234-10-****-**,5G,Smartphone,2355
260401211522+0100,234,20,23420,63326014,70021986,55048905,234-20-****,234-20-****-**,3G,Tablet,1096
260405062812+0200,206,05,20605,32537379,54764990,41988427,206-05-****,206-05-****-**,4G,Smartphone,2727
260407203629+0000,234,38,23438,63654135,71151131,52442902,234-38-****,234-38-****-**,4G,Smartphone,430
260402054412+0200,206,01,20601,48613373,45006645,51860758,206-01-****,206-01-****-**,4G,Smartphone,215
260404045425-0500,310,410,310410,81563599,75036926,92847342,310-410-****,310-410-****-**,5G,IoT Device,1597
260404103942-0800,310,120,310120,96128061,72839683,65722989,310-120-****,310-120-****-**,3G,Tablet,1519
260404153033+0100,240,24,24024,23287455,25114772,20642651,240-24-****,240-24-****-**,4G,IoT Device,2048
260401200934-0500,310,480,310480,82593834,94481303,67810059,310-480-****,310-480-****-**,3G,IoT Device,418
260406071951+0100,234,10,23410,57609771,65754160,52101722,234-10-****,234-10-****-**,3G,Smartphone,2254
260405035851-0600,310,120,310120,86244754,94947256,98503832,310-120-****,310-120-****-**,3G,IoT Device,2153
260406043301-0500,310,480,310480,89903704,88975178,75905703,310-480-****,310-480-****-**,5G,Smartphone,539
260402230313+0100,240,24,24024,30002608,29596861,29859895,240-24-****,240-24-****-**,5G,Smartphone,1081
260405004049+0100,234,15,23415,59332031,59592473,62494035,234-15-****,234-15-****-**,3G,IoT Device,2968
260407213455+0100,206,05,20605,55286586,34686854,26916363,206-05-****,206-05-****-**,4G,Smartphone,2036
260403040354+0100,240,16,24016,26533833,34261181,29033338,240-16-****,240-16-****-**,4G,IoT Device,693
260407025655+0200,206,01,20601,31634223,53032456,26096066,206-01-****,206-01-****-**,5G,Smartphone,1064
260405060347+0200,206,05,20605,43949240,54039429,45583912,206-05-****,206-05-****-**,3G,IoT Device,1708
260402185851-0800,310,120,310120,77210214,81665150,97782661,310-120-****,310-120-****-**,3G,Smartphone,2101
260404171011+0100,234,33,23433,57514308,70461142,53565569,234-33-****,234-33-****-**,3G,IoT Device,919
260403120927-0700,310,480,310480,89608361,86813657,85885405,310-480-****,310-480-****-**,3G,Smartphone,2484
260405214448+0000,234,15,23415,50407719,58358617,71834118,234-15-****,234-15-****-**,4G,Smartphone,2413
260328144529+0200,240,05,24005,26740024,23824164,28478045,240-05-****,240-05-****-**,5G,Tablet,39
260315022017-0800,310,260,310260,95291876,78958842,87120779,310-260-****,310-260-****-**,5G,Smartphone,6
260407192453+0100,234,30,23430,65066192,51208071,61017214,234-30-****,234-30-****-**,3G,Tablet,860
260408031120-0500,310,260,310260,75487993,93688182,96348754,310-260-****,310-260-****-**,3G,Smartphone,161
260404165949+0200,240,07,24007,16554193,28554971,24217525,240-07-****,240-07-****-**,5G,Smartphone,1733
260407063029+0200,240,07,24007,26569802,30546071,11579500,240-07-****,240-07-****-**,5G,Smartphone,252
260407070030+0100,234,38,23438,74466634,63296855,66920577,234-38-****,234-38-****-**,5G,Smartphone,2910
260407045621+0100,234,10,23410,53396709,73174692,63738567,234-10-****,234-10-****-**,4G,IoT Device,1788
260406183620+0100,206,20,20620,35129677,37095398,50977400,206-20-****,206-20-****-**,4G,Tablet,1078
260405212522+0200,206,20,20620,56351675,50181923,37750725,206-20-****,206-20-****-**,5G,IoT Device,2234
260408135618+0000,234,38,23438,69033504,50704449,75624218,234-38-****,234-38-****-**,3G,Smartphone,2944
260407033724+0100,206,05,20605,56752700,53069764,42861811,206-05-****,206-05-****-**,5G,Tablet,777
260406084243+0100,206,20,20620,44508694,53461445,51014577,206-20-****,206-20-****-**,4G,Tablet,2651
260401163721+0200,206,01,20601,57793549,31033283,43475116,206-01-****,206-01-****-**,4G,IoT Device,884
260403114648-0600,310,120,310120,78986289,70649355,70466321,310-120-****,310-120-****-**,5G,IoT Device,2711
260405044638+0200,240,04,24004,33900828,23423978,23794692,240-04-****,240-04-****-**,5G,Smartphone,616
260407125318+0100,206,20,20620,52498211,37252302,40708520,206-20-****,206-20-****-**,5G,IoT Device,254
260405102033+0100,234,38,23438,78262347,67094509,57784771,234-38-****,234-38-****-**,3G,Tablet,2304
260407155003-0500,310,120,310120,92640277,76729099,88739909,310-120-****,310-120-****-**,4G,Smartphone,2513
260403172516-0500,310,480,310480,84995661,86020784,78448118,310-480-****,310-480-****-**,5G,Smartphone,2920
260401225734+0200,240,04,24004,34835984,11921526,20269753,240-04-****,240-04-****-**,3G,Smartphone,833
260407013023+0100,206,20,20620,40766885,35550434,31257904,206-20-****,206-20-****-**,4G,Smartphone,825
260405021904+0100,240,07,24007,26851379,34113910,20913439,240-07-****,240-07-****-**,5G,Smartphone,2348
260404224457+0100,206,10,20610,40323032,44737718,38802707,206-10-****,206-10-****-**,5G,Tablet,737
260408091837+0200,240,16,24016,23333601,16743126,21001781,240-16-****,240-16-****-**,5G,Smartphone,1864
260408104835+0200,206,20,20620,41226137,53971898,34976375,206-20-****,206-20-****-**,5G,Smartphone,2745
260406043105-0500,310,480,310480,84990492,78841840,66397312,310-480-****,310-480-****-**,4G,Smartphone,936
260402111836+0200,240,16,24016,18234557,13578037,13907343,240-16-****,240-16-****-**,5G,Smartphone,789
260406022246+0200,206,05,20605,41898738,44332764,26477106,206-05-****,206-05-****-**,5G,Tablet,465
260404133822-0600,310,480,310480,75171765,83002654,84135512,310-480-****,310-480-****-**,5G,Smartphone,1610
260406122735-0600,310,480,310480,88183213,88680016,98994559,310-480-****,310-480-****-**,4G,Smartphone,791
260405231504-0800,310,120,310120,80169511,84937288,70637288,310-120-****,310-120-****-**,5G,IoT Device,2411
260402131047+0100,234,15,23415,52031956,57337678,52028786,234-15-****,234-15-****-**,3G,Tablet,1369
260405211529+0000,234,30,23430,55558041,55823140,57393437,234-30-****,234-30-****-**,3G,Tablet,383
260402064329+0100,234,20,23420,62721224,67134506,55779252,234-20-****,234-20-****-**,3G,Tablet,1666
260404115622+0200,206,20,20620,42180231,31234670,34420620,206-20-****,206-20-****-**,5G,Smartphone,182
260407165531+0000,234,38,23438,68905473,57114988,70287051,234-38-****,234-38-****-**,3G,Tablet,2331
260403110803+0000,234,30,23430,57785707,55979699,55728974,234-30-****,234-30-****-**,4G,Smartphone,1583
260403134122-0800,310,120,310120,72138886,72043880,87417437,310-120-****,310-120-****-**,5G,Smartphone,1272
260402200222+0000,234,10,23410,72556566,59243249,75520984,234-10-****,234-10-****-**,5G,Tablet,331
260405174756+0100,234,38,23438,62355471,68514577,76511726,234-38-****,234-38-****-**,5G,Tablet,1363
260401152753+0100,206,05,20605,32662768,32736804,51557729,206-05-****,206-05-****-**,5G,IoT Device,1441
260407165648-0700,310,260,310260,92511747,74718584,99911375,310-260-****,310-260-****-**,3G,Smartphone,694
260403172012-0600,310,120,310120,83108581,89614291,66942348,310-120-****,310-120-****-**,3G,IoT Device,2171
260404091356+0100,234,33,23433,51160808,69622013,57555470,234-33-****,234-33-****-**,4G,Smartphone,593
260404021623+0000,234,20,23420,66466363,56156189,54325037,234-20-****,234-20-****-**,3G,Smartphone,1877
260402055954-0800,310,410,310410,79056745,93443301,76431231,310-410-****,310-410-****-**,5G,IoT Device,253
260402194044-0600,310,480,310480,78826349,89017460,89124490,310-480-****,310-480-****-**,5G,Smartphone,2678
260402022740+0200,206,20,20620,57703685,53869680,31096450,206-20-****,206-20-****-**,4G,Smartphone,2601
260404071041+0100,234,33,23433,76858178,64387817,72335747,234-33-****,234-33-****-**,5G,Tablet,2704
260407021504-0800,310,480,310480,88998867,77292210,72263546,310-480-****,310-480-****-**,5G,IoT Device,1507
260404063744+0200,240,02,24002,35181811,20136396,26629306,240-02-****,240-02-****-**,5G,IoT Device,468
260405052030+0100,240,02,24002,31067812,31237731,21807751,240-02-****,240-02-****-**,5G,Smartphone,1375
260401005936+0100,206,01,20601,55697960,37801837,53825043,206-01-****,206-01-****-**,5G,IoT Device,77
260407175712+0200,206,20,20620,35490165,30659464,42608925,206-20-****,206-20-****-**,3G,IoT Device,2648
260408041533+0100,206,10,20610,38988510,43032727,48080343,206-10-****,206-10-****-**,4G,Smartphone,1706
260406143345+0200,206,20,20620,44963411,41096638,34518932,206-20-****,206-20-****-**,5G,Tablet,1015
260404093903+0200,240,08,24008,34506677,12487730,16291368,240-08-****,240-08-****-**,5G,Smartphone,1517
260408050605+0100,234,20,23420,69690630,50917737,66172235,234-20-****,234-20-****-**,5G,Tablet,81
260401194800+0100,240,04,24004,17869589,26276015,14331065,240-04-****,240-04-****-**,5G,IoT Device,1933
260403142137+0200,206,10,20610,51516279,38053877,49794952,206-10-****,206-10-****-**,3G,Smartphone,1681
260406064157+0200,240,16,24016,30032508,25742424,26181425,240-16-****,240-16-****-**,4G,Smartphone,2868
260404000652+0100,234,30,23430,71975271,68355368,64393493,234-30-****,234-30-****-**,3G,Tablet,714
260402022231+0000,234,30,23430,71725502,66940993,68598560,234-30-****,234-30-****-**,5G,Smartphone,2892
260407005401+0200,206,10,20610,33923810,53214324,25313117,206-10-****,206-10-****-**,4G,Tablet,1910
260406090314+0200,206,10,20610,42454798,47231851,32171443,206-10-****,206-10-****-**,5G,Smartphone,1552
260408073224+0200,206,05,20605,54446243,46213708,37585211,206-05-****,206-05-****-**,5G,Smartphone,2536
260402142753+0200,206,05,20605,36355070,45966396,41865759,206-05-****,206-05-****-**,5G,Smartphone,177
260401233519-0700,310,480,310480,85757725,71907385,75978935,310-480-****,310-480-****-**,5G,Tablet,1722
260406031516+0100,206,05,20605,50736159,35054137,39843770,206-05-****,206-05-****-**,5G,Smartphone,2923
260402135434+0100,240,02,24002,32831289,16364167,27062010,240-02-****,240-02-****-**,5G,Tablet,2679
260404013743+0000,234,38,23438,64992535,64715190,63394197,234-38-****,234-38-****-**,3G,Tablet,323
260402205519+0200,240,01,24001,26117551,32647896,24716538,240-01-****,240-01-****-**,5G,Smartphone,2777
260403091717+0100,240,04,24004,19701204,17880517,11788225,240-04-****,240-04-****-**,4G,IoT Device,2435
260407185724-0600,310,480,310480,95683289,89988275,86266990,310-480-****,310-480-****-**,4G,IoT Device,1115
260404180023+0100,206,01,20601,40760472,49775345,48568028,206-01-****,206-01-****-**,4G,Smartphone,2196
260405201502+0200,240,24,24024,11236085,30811026,19870382,240-24-****,240-24-****-**,5G,Smartphone,1702
260407235201+0200,206,01,20601,32244673,34195029,25889283,206-01-****,206-01-****-**,5G,Smartphone,688
260407200505+0000,234,20,23420,61154707,50897989,64885407,234-20-****,234-20-****-**,3G,Tablet,934
260404012537+0100,206,20,20620,30694271,33337321,29357964,206-20-****,206-20-****-**,5G,Smartphone,400
260406203838+0000,234,33,23433,62844896,72433958,62230818,234-33-****,234-33-****-**,3G,Smartphone,2724
260407165125+0100,240,05,24005,30157576,18156235,10329211,240-05-****,240-05-****-**,5G,Smartphone,1742
260405033249-0800,310,410,310410,91472610,80094056,70017896,310-410-****,310-410-****-**,5G,Smartphone,1911
260403140642+0100,206,01,20601,43936925,42578295,44962351,206-01-****,206-01-****-**,5G,Tablet,1925
260404095405-0600,310,480,310480,94825448,85550863,80067297,310-480-****,310-480-****-**,4G,IoT Device,141
260402030915+0100,234,15,23415,75867897,71485183,63041146,234-15-****,234-15-****-**,3G,IoT Device,826
260403134319-0600,310,480,310480,72115825,79789964,66345701,310-480-****,310-480-****-**,3G,Smartphone,1352
260406093604-0800,310,120,310120,95534283,85934876,95165912,310-120-****,310-120-****-**,4G,Tablet,559
260407055639+0000,234,33,23433,57369071,55404314,56838752,234-33-****,234-33-****-**,3G,IoT Device,2695
260405153256+0100,206,05,20605,49699471,43212343,37866117,206-05-****,206-05-****-**,5G,Tablet,2466
260401232212-0700,310,480,310480,82107918,79105914,78371868,310-480-****,310-480-****-**,4G,IoT Device,2796
260404053324-0800,310,120,310120,97895847,70722578,97061408,310-120-****,310-120-****-**,5G,IoT Device,1998
260403061118+0200,240,02,24002,18879743,23082851,24865834,240-02-****,240-02-****-**,3G,IoT Device,1857
260405221135-0700,310,260,310260,75674103,86683044,66849561,310-260-****,310-260-****-**,4G,Tablet,2232
260407133645+0200,240,02,24002,10351818,19943275,25062911,240-02-****,240-02-****-**,5G,Tablet,631
260404052451+0000,234,30,23430,53802933,67229331,52111735,234-30-****,234-30-****-**,5G,Tablet,2492
260401171815-0500,310,260,310260,98292057,88629847,67361736,310-260-****,310-260-****-**,4G,IoT Device,2953
260406225423+0200,206,20,20620,36337591,51354606,25974454,206-20-****,206-20-****-**,5G,IoT Device,309
260407030309+0200,240,02,24002,39778493,21097930,13358582,240-02-****,240-02-****-**,4G,Smartphone,412
260405195403+0000,234,33,23433,59624070,59255083,64353414,234-33-****,234-33-****-**,3G,Smartphone,219
260406222824+0200,206,10,20610,57579947,54240477,33248191,206-10-****,206-10-****-**,5G,Smartphone,1315
260402061207+0100,206,10,20610,40507489,37502906,46208584,206-10-****,206-10-****-**,5G,Smartphone,1413
260406050131+0100,206,01,20601,56314990,42484983,44876185,206-01-****,206-01-****-**,5G,Smartphone,681
260407202139+0100,240,01,24001,24952361,31526157,16427688,240-01-****,240-01-****-**,3G,Tablet,975
260403042638+0100,206,05,20605,35049806,39879029,42985803,206-05-****,206-05-****-**,5G,Smartphone,2182
260404123929+0000,234,33,23433,57956227,60972484,51147735,234-33-****,234-33-****-**,4G,Smartphone,2191
260405143208+0200,206,01,20601,54940327,53912228,39417285,206-01-****,206-01-****-**,4G,Smartphone,2399
260407000657+0100,234,33,23433,74136311,73812074,75188937,234-33-****,234-33-****-**,3G,Tablet,780
260408070650+0000,234,15,23415,50555745,71895882,71066599,234-15-****,234-15-****-**,4G,Tablet,890
260405054910-0600,310,480,310480,83449884,83483168,91397808,310-480-****,310-480-****-**,4G,IoT Device,1964
260405082837+0200,206,20,20620,59742270,43068037,43822029,206-20-****,206-20-****-**,5G,Tablet,2917
260401161910+0100,206,10,20610,34611379,39969576,54018318,206-10-****,206-10-****-**,3G,Tablet,1762
260404073447-0800,310,120,310120,79757203,93691655,71054047,310-120-****,310-120-****-**,3G,IoT Device,484
260406010004+0100,240,02,24002,33005967,21648799,22183066,240-02-****,240-02-****-**,5G,Smartphone,952
260404172158+0100,206,05,20605,40554402,46067370,32052494,206-05-****,206-05-****-**,5G,Tablet,1266
260406160824+0200,240,01,24001,17008380,16513671,14563503,240-01-****,240-01-****-**,3G,Smartphone,888
260402010854+0100,206,05,20605,36399501,50131914,46206533,206-05-****,206-05-****-**,3G,Smartphone,2986
260406131722+0100,240,08,24008,26104609,33929458,29645586,240-08-****,240-08-****-**,5G,Smartphone,2406
260405125729+0100,206,10,20610,33082290,42090229,36981651,206-10-****,206-10-****-**,4G,Smartphone,364
260405145547+0100,234,15,23415,67329080,58901358,75378709,234-15-****,234-15-****-**,3G,Smartphone,1575
260404021234+0100,240,08,24008,37798315,19044748,24792006,240-08-****,240-08-****-**,5G,Tablet,951
260404080850-0800,310,410,310410,94508884,87648823,93891388,310-410-****,310-410-****-**,4G,Smartphone,2900
260403164448+0200,240,16,24016,18787858,27393307,13859598,240-16-****,240-16-****-**,5G,Tablet,1852
260408125452+0100,206,10,20610,57088223,52464385,48576985,206-10-****,206-10-****-**,5G,IoT Device,2656
260405194612+0200,240,24,24024,12070424,22747447,26070985,240-24-****,240-24-****-**,5G,Smartphone,1005
260325103003+0200,240,02,24002,22963715,26920007,25111385,240-02-****,240-02-****-**,5G,Smartphone,0
260406014543+0200,240,08,24008,18431598,26091749,13571031,240-08-****,240-08-****-**,5G,Smartphone,457
260405103329+0000,234,30,23430,79271454,56586892,54561188,234-30-****,234-30-****-**,4G,IoT Device,954
260404060926-0600,310,260,310260,92221672,71230910,91997648,310-260-****,310-260-****-**,5G,Smartphone,916
260404125839-0600,310,120,310120,95105032,73872749,81176355,310-120-****,310-120-****-**,3G,IoT Device,278
260403223215+0200,206,10,20610,47957950,45617818,32880511,206-10-****,206-10-****-**,3G,Smartphone,2441
260408075300-0600,310,260,310260,82615071,92024948,77399611,310-260-****,310-260-****-**,4G,Smartphone,124
260404115653+0200,206,20,20620,46115262,45597884,30110136,206-20-****,206-20-****-**,3G,Tablet,710
260407223256+0100,206,20,20620,39786607,54504241,53526713,206-20-****,206-20-****-**,5G,Tablet,828
260407022419+0100,240,02,24002,36284054,30337646,27756599,240-02-****,240-02-****-**,4G,Smartphone,461
260407220948+0100,234,10,23410,50419465,68448667,59538055,234-10-****,234-10-****-**,3G,Smartphone,1988
260404213836-0600,310,260,310260,85171116,75870320,67261783,310-260-****,310-260-****-**,4G,IoT Device,2391
260401153858+0200,240,05,24005,35514051,34160691,18198204,240-05-****,240-05-****-**,5G,Tablet,2010
260403130346+0200,240,01,24001,15064628,17979087,29920522,240-01-****,240-01-****-**,5G,Smartphone,650
260408054302-0600,310,120,310120,93601947,73931330,84478007,310-120-****,310-120-****-**,4G,IoT Device,2578
260404182006+0100,234,20,23420,66709421,52019682,74071567,234-20-****,234-20-****-**,4G,IoT Device,1176
260403151533+0000,234,30,23430,56860826,71239219,76119206,234-30-****,234-30-****-**,4G,Smartphone,2929
260404192118+0100,240,04,24004,20808328,33268875,28086663,240-04-****,240-04-****-**,5G,Smartphone,1616
260408013720+0200,206,05,20605,39883231,38264113,38224279,206-05-****,206-05-****-**,5G,Smartphone,594
260405020959+0100,206,05,20605,59603861,33478555,35195609,206-05-****,206-05-****-**,5G,Smartphone,2416
260407190729+0200,240,01,24001,11968314,12025973,23775539,240-01-****,240-01-****-**,5G,Tablet,2289
260407023252+0100,234,30,23430,53264794,73322783,71742398,234-30-****,234-30-****-**,4G,IoT Device,1816
260406174205+0100,240,24,24024,12792986,32471097,11802160,240-24-****,240-24-****-**,5G,Tablet,850
260402145938+0000,234,33,23433,70044351,68305758,74753148,234-33-****,234-33-****-**,4G,IoT Device,2217
260407000346-0600,310,260,310260,90282065,75559766,70821247,310-260-****,310-260-****-**,4G,Smartphone,1723
260402152322-0500,310,260,310260,84201136,84321752,70845692,310-260-****,310-260-****-**,5G,IoT Device,511
260407233530-0500,310,480,310480,71557199,92198737,85334720,310-480-****,310-480-****-**,3G,Smartphone,1174
260405162727+0200,240,02,24002,32605924,10400157,22113619,240-02-****,240-02-****-**,5G,Tablet,1027
260404044000+0100,234,38,23438,70126941,70194121,75611476,234-38-****,234-38-****-**,5G,Smartphone,2773
260408104351+0100,206,20,20620,37419339,34159671,39160871,206-20-****,206-20-****-**,3G,Smartphone,831
260405005253+0200,206,20,20620,35554671,35422417,49340426,206-20-****,206-20-****-**,3G,Smartphone,1896
260406231243+0100,234,15,23415,58413892,55938088,50744372,234-15-****,234-15-****-**,3G,IoT Device,1772
260404221633+0100,234,38,23438,55872129,69932059,50384019,234-38-****,234-38-****-**,3G,Smartphone,600
260402232739+0000,234,30,23430,69148858,67632500,52583414,234-30-****,234-30-****-**,3G,Tablet,963
260404203002+0100,240,07,24007,28920748,30761081,13924857,240-07-****,240-07-****-**,5G,Smartphone,2797
260405005117+0200,240,01,24001,29130799,34222961,16464452,240-01-****,240-01-****-**,5G,Smartphone,2166
260401212221+0200,240,24,24024,28563221,14817431,29691302,240-24-****,240-24-****-**,5G,Smartphone,1088
260403095010+0200,206,10,20610,31598467,34450649,44429362,206-10-****,206-10-****-**,4G,Smartphone,2176
260407042831-0800,310,410,310410,95422853,86009022,74033224,310-410-****,310-410-****-**,4G,IoT Device,280
260406214524+0100,234,33,23433,61078863,61537470,77490508,234-33-****,234-33-****-**,4G,Smartphone,1305
260407031502+0100,234,20,23420,62780563,70576407,56581518,234-20-****,234-20-****-**,4G,Tablet,1103
260403092638+0100,240,16,24016,25169129,18473058,17508729,240-16-****,240-16-****-**,5G,Smartphone,2823
260404035051+0200,240,24,24024,22576759,31609055,20297821,240-24-****,240-24-****-**,5G,Tablet,350
260407154010+0100,240,24,24024,26609837,14556220,26633924,240-24-****,240-24-****-**,4G,Smartphone,1470
260404233506+0100,206,05,20605,55649191,43340592,43447487,206-05-****,206-05-****-**,5G,IoT Device,2608
260402202617+0200,206,01,20601,45763235,30291939,26284247,206-01-****,206-01-****-**,5G,Smartphone,2878
260402170019+0100,206,01,20601,46983173,36980098,50424739,206-01-****,206-01-****-**,4G,Tablet,2534
260407092024+0000,234,10,23410,78570494,60734835,67192313,234-10-****,234-10-****-**,3G,Tablet,1994
260406004516+0200,206,05,20605,59749263,50576339,47409976,206-05-****,206-05-****-**,5G,Tablet,2056
260407183711-0600,310,120,310120,96685679,94637178,83768727,310-120-****,310-120-****-**,4G,IoT Device,995
260403050310+0000,234,10,23410,54707347,71680074,67120329,234-10-****,234-10-****-**,3G,Tablet,1584
260407104858-0500,310,480,310480,86983232,79371224,99972992,310-480-****,310-480-****-**,4G,IoT Device,1585
260408113801-0500,310,120,310120,74966860,87508007,84356238,310-120-****,310-120-****-**,5G,Smartphone,312
260404015158-0800,310,120,310120,94980948,79725590,71500748,310-120-****,310-120-****-**,4G,Smartphone,1563
260406044828+0200,206,20,20620,52521213,32872214,51763301,206-20-****,206-20-****-**,4G,Smartphone,2756
260403112354-0600,310,410,310410,93566204,90428083,98812332,310-410-****,310-410-****-**,3G,IoT Device,1040
260406085521+0100,234,20,23420,78457619,57776583,67930735,234-20-****,234-20-****-**,4G,Smartphone,545
260404091906-0800,310,480,310480,79098057,73600230,82427191,310-480-****,310-480-****-**,5G,IoT Device,1458
260406171748+0100,206,10,20610,57244030,39662673,30896448,206-10-****,206-10-****-**,3G,Smartphone,740
260406074655+0100,240,07,24007,10439948,19705158,14244408,240-07-****,240-07-****-**,4G,Smartphone,1511
260405081430+0100,206,05,20605,59407356,36381193,32212871,206-05-****,206-05-****-**,4G,Smartphone,1032
260405053545+0100,206,05,20605,55695406,32632370,47783259,206-05-****,206-05-****-**,4G,Smartphone,1505
260404100206+0100,206,10,20610,48593982,40895929,30736774,206-10-****,206-10-****-**,4G,Smartphone,546
260402042248+0000,234,10,23410,51039994,53041209,70739535,234-10-****,234-10-****-**,3G,Tablet,1147
260403095135+0100,234,10,23410,64471018,60058961,62804092,234-10-****,234-10-****-**,3G,Tablet,1556
260407225415-0500,310,480,310480,94792895,91023105,75305497,310-480-****,310-480-****-**,5G,Smartphone,767
260404103945+0100,234,38,23438,62814348,65025600,73174449,234-38-****,234-38-****-**,3G,IoT Device,1376
260408013109+0200,206,20,20620,57110436,42763000,45429608,206-20-****,206-20-****-**,3G,Smartphone,2801
