Linkage_Index,Region,Country,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
1904,New Jersey,United States,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
1905,Illinois,United States,41.8781,-87.6298,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
1906,California,United States,34.1979,-118.5371,America/Los_Angeles,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
1907,England,United Kingdom,52.0588,1.2782,Europe/London,BTnet,,AS2856 British Telecommunications PLC
1908,Virginia,United States,36.677696,-78.37471,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (usgovvirginia),AS8070 Microsoft Corporation
1909,England,United Kingdom,51.5074,-0.127758,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
1910,England,United Kingdom,52.9526,-1.01242,Europe/London,Virgin Media Limited,Senior Internet Ltd,AS5089 Virgin Media Limited
1911,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1912,Tokyo,Japan,35.7458,139.6911,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
1913,Brașov County,Romania,45.6524,25.6109,Europe/Bucharest,RCS & RDS,RCS & RDS Residential,AS8708 RCS & RDS
1914,Louisiana,United States,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
1915,Michigan,United States,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,
1916,Maryland,United States,39.303,-76.6062,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS33657 Comcast Cable Communications, LLC"
1917,New York,United States,40.7128,-74.006,America/New_York,"AT&T Services, Inc.",AT&T Internet Services,"AS7018 AT&T Services, Inc."
1918,Texas,United States,30.7159,-95.5548,America/Chicago,Sam Houston State University,Sam Houston State University,AS33187 Sam Houston State University
1919,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1920,Federal District,Brazil,-15.6716,-48.2064,America/Sao_Paulo,V tal,V tal,AS8167 V tal
1921,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1922,Florida,United States,28.3939,-81.4216,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
1923,Madhya Pradesh,India,23.2599,77.4126,Asia/Kolkata,RCOM-Wireless-3G,Reliance Communication Ltd,
1924,Zhejiang,China,30.2742,120.155,Asia/Shanghai,Chinanet,Ytwl,AS58461 CT-HangZhou-IDC
1925,Virginia,United States,39.0519,-77.4523,America/New_York,Amazon.com,DXC US Latin America Corporation,
1926,Texas,United States,31.5154,-97.1219,America/Chicago,Texas State Technical College at Waco,Texas State Technical College at Waco,AS17327 Texas State Technical College at Waco
1927,Baden-Wurttemberg,Germany,49.1408,9.2149,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
1928,Beijing,China,39.911,116.395,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
1929,Selangor,Malaysia,3.0921,101.649,Asia/Kuala_Lumpur,P1NETWORKS,,
1930,Guangdong,China,22.5431,114.058,Asia/Shanghai,China Internet Network Information Center,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
1931,Beijing,China,39.9042,116.407,Asia/Shanghai,China Networks Inter-Exchange,Bjenet,AS4847 China Networks Inter-Exchange
1932,Illinois,United States,42.0487,-87.8905,America/Chicago,Verizon Business,Verizon Business,AS6167 Verizon Business
1933,Catalonia,Spain,41.4706,2.08611,Europe/Madrid,RIMA (Red IP Multi Acceso),,AS3352 TELEFONICA DE ESPANA S.A.U.
1934,England,United Kingdom,51.5072,-0.127586,Europe/London,Verizon Business,Verizon Nederland B.V.,AS702 Verizon Business
1935,England,United Kingdom,51.5072,-0.127586,Europe/London,Serco Solutions Limited,Serco Group PLC,
1936,Hesse,Germany,50.1333,8.57607,Europe/Berlin,Vodafone Global Enterprise Inc.,Vodafone D2 GmbH,AS3209 Vodafone GmbH
1937,Madrid,Spain,40.5167,-3.66479,Europe/Madrid,Telefonica de Espana SAU,RIMA (Red IP Multi Acceso),AS3352 TELEFONICA DE ESPANA S.A.U.
1938,Georgia,United States,33.7485,-84.3871,America/New_York,"Akamai Technologies, Inc.",Linode,AS63949 Akamai Connected Cloud
1939,North Carolina,United States,35.905,-78.8566,America/New_York,IBM,IBM,
1940,Arizona,United States,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS367 DoD Network Information Center
1941,New Hampshire,United States,43.042,-71.0755,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7015 Comcast Cable Communications, LLC"
1942,England,United Kingdom,51.5074,-0.127758,Europe/London,Societe Internationale de Telecommunications Aeronautiques,Societe Internationale de Telecommunications Aeronautiques,
1943,England,United Kingdom,51.5074,-0.127758,Europe/London,Amazon.com,"Amazon.com, Inc.",
1944,Oregon,United States,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
1945,Guangdong,China,22.5431,114.058,Asia/Shanghai,Tencent Cloud Computing,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
1946,England,United Kingdom,51.5074,-0.127758,Europe/London,Morgan Stanley Group Inc.,Morgan Stanley Group Inc.,
1947,Kyiv City,Ukraine,50.458,30.5303,Europe/Kyiv,Bilink LLC,Bilink,AS48683 Bilink LLC
1948,Pays de la Loire,France,46.4623,-1.1556,Europe/Paris,Orange,,AS3215 Orange S.A.
1949,Pennsylvania,United States,40.3177,-79.7223,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7016 Comcast Cable Communications, LLC"
1950,Oregon,United States,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
1951,Missouri,United States,37.168,-93.3039,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
1952,Jakarta,Indonesia,-6.23865,106.824,Asia/Jakarta,PT Media Andalan Nusa,Groovy,AS138841 PT Media Andalan Nusa
1953,Jihocesky kraj,Czechia,48.9263,14.4374,Europe/Prague,Vodafone Czech Republic a.s.,Vodafone Czech Republic,AS16019 Vodafone Czech Republic a.s.
1954,Île-de-France,France,48.8566,2.35222,Europe/Paris,Orange S.A,France Telecom Orange,AS3215 Orange S.A.
1955,Victoria,Australia,-37.8391,145.0197,Australia/Melbourne,Canaccord Genuity Financial Limited,Canaccord Genuity Financial Limited,"AS9472 Level 23, Exchange Plaza"
1956,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1957,Île-de-France,France,48.8566,2.35222,Europe/Paris,TVCCONV,France Telecom services,
1958,Catalonia,Spain,41.4287,2.2164,Europe/Madrid,Vodafone Espana S.A.U.,Vodafone Espana S.A.U,AS12430 VODAFONE ESPANA S.A.U.
1959,Santa Catarina,Brazil,-28.7888,-49.4635,America/Sao_Paulo,TecleNet Solucoes Tecnologicas,TecleNet Solucoes Tecnologicas,AS52775 TecleNet Solucoes Tecnologicas
1960,Cairo Governorate,Egypt,30.0444,31.2357,Africa/Cairo,Etisalat Misr Mobile BB,,AS36992 ETISALAT MISR
1961,Arizona,United States,31.5552,-110.35,America/Phoenix,RCC-C,USAISC,AS367 DoD Network Information Center
1962,California,United States,37.783,-122.417,America/Los_Angeles,Microsoft Corporation,Microsoft Azure Cloud (westus),AS8075 Microsoft Corporation
1963,Lubusz,Poland,51.8034,15.7171,Europe/Warsaw,Orange Polska Spolka Akcyjna,Orange Polska S.A.,AS5617 Orange Polska Spolka Akcyjna
1964,Kanagawa,Japan,35.4429,139.6604,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
1965,England,United Kingdom,51.4305,-0.427685,Europe/London,BP International Ltd,BP International Ltd,
1966,Texas,United States,29.7646,-95.3657,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
1967,Sejong-si,South Korea,36.5916,127.2916,Asia/Seoul,LG DACOM Corporation,Boranet,AS3786 LG DACOM Corporation
1968,Bern,Switzerland,47.2701,7.7004,Europe/Zurich,Quickline AG,,AS15600 Quickline AG
1969,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1970,Shanghai,China,31.2304,121.474,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group)
1971,Ontario,Canada,43.7037,-79.7163,America/Toronto,Rogers Wireless Inc.,Rogers Wireless Inc.,
1972,Jiangsu,China,31.299,120.585,Asia/Shanghai,China Mobile communications corporation,China Mobile,AS56046 China Mobile communications corporation
1973,North Holland,The Netherlands,52.3003,4.86889,Europe/Amsterdam,Sociale Verzekeringsbank,,
1974,Michigan,United States,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,
1975,Ohio,United States,40.1067,-83.7621,America/New_York,Charter Communications,Spectrum,AS10796 Charter Communications Inc
1976,Kanagawa,Japan,35.4691,139.5945,Asia/Tokyo,"Research Organization of Information and Systems, National Institute of Informa",,"AS2907 Research Organization of Information and Systems, National Institute of Informatics"
1977,Stockholm County,Sweden,59.3293,18.0686,Europe/Stockholm,Telia Company AB,Telia Network Services,AS3301 Telia Company AB
1978,Mississippi,United States,30.5095,-88.9735,America/Chicago,AT&T Corp.,AT&T Corp,AS6389 AT&T Corp.
1979,Australian Capital Territory,Australia,-35.2809,149.13,Australia/Sydney,ACT Government InTACT Group,ACT Government InTACT Group,AS139344 ACT Government InTACT Group
1980,Utrecht,The Netherlands,52.0907,5.12142,Europe/Amsterdam,SURFnet III b,SURFnet bv,AS1101 SURF B.V.
1981,Sichuan,China,30.6498,104.0555,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE
1982,New Brunswick,Canada,45.8122,-66.6784,America/Moncton,Bell Canada,Bell Aliant / FibreOp,AS855 Bell Canada
1983,Gyeonggi-do,South Korea,37.3884,126.936,Asia/Seoul,LG DACOM Corporation,Boranet,AS3786 LG DACOM Corporation
1984,Virginia,United States,36.677696,-78.37471,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (eastus),AS8075 Microsoft Corporation
1985,Riyadh Region,Saudi Arabia,24.6869,46.7224,Asia/Riyadh,Saudi Telecom Company JSC,Saudinet,AS25019 Saudi Telecom Company JSC
1986,Gyeonggi-do,South Korea,37.7486,127.1888,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
1987,Bremen,Germany,53.0832,8.78828,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
1988,Virginia,United States,38.8672,-77.6488,America/New_York,Verizon Business,Verizon Business,AS701 Verizon Business
1989,Jalisco,Mexico,20.6366,-103.4355,America/Mexico_City,"Mega Cable, S.A. de C.V.","Mega Cable, S.A. de C.V","AS13999 Mega Cable, S.A. de C.V."
1990,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1991,California,United States,37.3382,-121.886,America/Los_Angeles,Akamai International B.V.,"Akamai Technologies, Inc.",AS20940 Akamai International B.V.
1992,Utah,United States,40.6979,-112.0865,America/Denver,Verizon Business,Verizon Business,AS22394 Verizon Business
1993,Ontario,Canada,43.6532,-79.3832,America/Toronto,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc."
1994,Washington,United States,47.6034,-122.3414,America/Los_Angeles,EdgeCast Networks,"EdgeCast Networks, Inc",
1995,Florida,United States,28.0908,-80.6385,America/New_York,"L3Harris Technologies, Inc.","L3Harris Technologies, Inc.","AS243 L3Harris Technologies, Inc."
1996,Beijing,China,39.9042,116.407,Asia/Shanghai,HYIC,,AS4538 China Education and Research Network Center
1997,Thuringia,Germany,50.9831,10.3168,Europe/Berlin,Plusnet GmbH,Top Mehrwert-Logistik GmbH & Co.,AS20676 Plusnet GmbH
1998,Kansas,United States,38.9507,-94.6824,America/Chicago,Charter Communications,Spectrum,AS11427 Charter Communications Inc
1999,São Paulo,Brazil,-23.6283,-46.6409,America/Sao_Paulo,TIM S/A,Tim Celular S.A.,AS26615 TIM S/A
2000,Tennessee,United States,35.1431,-90.0492,America/Chicago,"The University of Tennessee, Memphis",University of Tennessee,"AS16989 The University of Tennessee, Memphis"
2001,Alabama,United States,34.7315,-86.5654,America/Chicago,WideOpenWest Finance LLC,WideOpenWest Finance LLC,AS12083 WideOpenWest Finance LLC
2002,New York,United States,40.7033,-74.0089,America/New_York,Depository Trust & Clearing Corporation,Depository Trust & Clearing Corporation,
2003,New Jersey,United States,40.6123,-74.267,America/New_York,Merck and Co,"Merck and Co., Inc",
2004,England,United Kingdom,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
2005,Rio Grande do Sul,Brazil,-30.1169,-51.2658,America/Sao_Paulo,Vivo,TELEFONICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A
2006,Virginia,United States,39.01,-77.43,America/New_York,Groupe LWS SARL,Groupe LWS SARL,
2007,North Holland,The Netherlands,52.3676,4.90414,Europe/Amsterdam,in2ip B.V.,Vertebratus B.V,AS34141 in2ip B.V.
2008,California,United States,37.3862,-121.964,America/Los_Angeles,Intel Corporation,Intel Corporation,
2009,North Holland,Netherlands,52.352,4.9392,Europe/Amsterdam,Oracle Corporation,Oracle Cloud Infrastructure (eu-amsterdam-1),AS31898 Oracle Corporation
2010,California,United States,38.6975,-121.2714,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS33667 Comcast Cable Communications, LLC"
2011,Île-de-France,France,48.8323,2.4075,Europe/Paris,CHIYODA,Chiyoda Corporation,
2012,Beijing,China,39.9786,116.302,Asia/Shanghai,Tencent Cloud Computing (Beijing) Co,"Tencent Cloud Computing (Beijing) Co., Ltd",
2013,Michigan,United States,42.3296,-83.0395,America/Detroit,General Motors LLC,General Motors LLC,
2014,Paraná,Brazil,-24.9651,-53.4528,America/Sao_Paulo,Rpnet Informatica Ltda - ME,Rpnet Informatica Ltda - ME,AS266105 RPNET INFORMATICA LTDA - ME
2015,Illinois,United States,39.8026,-89.6558,America/Chicago,Illinois Century Network,Illinois Century Network,AS6325 Illinois Century Network
2016,Beijing,China,39.9042,116.407,Asia/Shanghai,Alibaba Cloud,Aliyun Computing Co.,
2017,Florida,United States,25.9381,-80.3146,America/New_York,Windstream Communications LLC,Windstream Communications LLC,AS7029 Windstream Communications LLC
2018,Virginia,United States,36.9151,-76.1866,America/New_York,DoD Network Information Center,Navy Network Information Center,AS749 DoD Network Information Center
2019,New York,United States,40.7597,-73.981,America/New_York,MOD Mission Critical,Fast Track Internet,"AS54103 MOD Mission Critical, LLC"
2020,National Capital Territory of Delhi,India,28.6397,77.2859,Asia/Kolkata,TATA Communications Internet Services Ltd,PTIL,AS17820 DIRECT INTERNET LTD.
2021,Tennessee,United States,35.042,-89.6645,America/Chicago,FedEx Internet Technologies Corporation,FedEx,AS7726 FedEx Internet Technologies Corporation
2022,England,United Kingdom,51.5074,-0.127758,Europe/London,SoftLayer,SoftLayer Technologies Inc.,
2023,New York,United States,40.7128,-74.006,America/New_York,Verizon Business,Verizon Business,AS701 Verizon Business
2024,New South Wales,Australia,-33.8688,151.209,Australia/Sydney,Telstra Corporation Limited,Telstra Corporation,AS1221 Telstra Corporation Ltd
2025,Illinois,United States,42.0665,-88.056,America/Chicago,"Motorola, Inc.",Motorola MNIC,"AS19773 Motorola, Inc."
2026,New Jersey,United States,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
2027,England,United Kingdom,51.5074,-0.127758,Europe/London,Microsoft Limited,Microsoft Limited,
2028,North Rhine-Westphalia,Germany,52.0944,7.62917,Europe/Berlin,Cogent Communications,Wir Solutions GmbH,AS174 Cogent Communications
2029,Georgia,United States,32.5304,-84.9316,America/New_York,FTBENNING,USAISC,AS367 DoD Network Information Center
2030,New Jersey,United States,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
2031,Arizona,United States,31.5552,-110.35,America/Phoenix,ARNG-HI,USAISC,AS364 DoD Network Information Center
2032,Metro Manila,Philippines,14.5766,121.073,Asia/Manila,Converge ICT,,AS17639 Converge ICT Solutions Inc.
2033,Beijing,China,39.9714,116.49,Asia/Shanghai,China Telecom (Group),21ViaNet,"AS23724 IDC, China Telecommunications Corporation"
2034,Beijing,China,39.9042,116.407,Asia/Shanghai,CSTNET,Cstnet,
2035,Prague,Czechia,50.0484,14.4554,Europe/Prague,CZ.CZNET,,"AS5610 O2 Czech Republic, a.s."
2036,Rio de Janeiro,Brazil,-22.8935,-42.4683,America/Sao_Paulo,ML Telecom,Metropop Tecn. da Informação Ltda ( ML TELECOM ),AS10704 ML Telecom
2037,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
2038,Cairo Governorate,Egypt,30.0588,31.2268,Africa/Cairo,TE Data,,AS8452 TE-AS
2039,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
2040,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
2041,Gyeonggi-do,South Korea,37.377,127.1091,Asia/Seoul,SK Broadband Co Ltd,broadNnet,AS9318 SK Broadband Co Ltd
2042,Tunis Governorate,Tunisia,36.8232,10.1701,Africa/Tunis,TOPNET,ATI - Agence Tunisienne Internet,AS37705 TOPNET
2043,Alberta,Canada,53.548,-113.597,America/Edmonton,TELUS Communications Inc.,TELUS Communications Inc.,AS852 TELUS Communications Inc.
2044,Iwate,Japan,39.7003,141.1542,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
2045,Zacatecas,Mexico,22.8323,-102.5512,America/Mexico_City,"Mega Cable, S.A. de C.V.","Mega Cable, S.A. de C.V","AS13999 Mega Cable, S.A. de C.V."
2046,Beijing,China,39.911,116.395,Asia/Shanghai,DXTNET,"Beijing Teletron Telecom Engineering Co., Ltd.",AS4808 China Unicom Beijing Province Network
2047,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
2048,England,United Kingdom,51.5113,-0.079212,Europe/London,Microsoft Corporation,Microsoft Azure Cloud (uksouth),AS8075 Microsoft Corporation
2049,Dubrovnik-Neretva County,Croatia,42.9437,17.3331,Europe/Zagreb,CARNET,,AS2108 Croatian Academic and Research Network
2050,Colorado,United States,39.9209,-105.144,America/Denver,"Level 3 Communications, Inc.","Level 3 Communications, Inc.","AS3356 Level 3 Parent, LLC"
2051,California,United States,37.3862,-121.964,America/Los_Angeles,Intel Corporation,Intel Corporation,
2052,Stockholm County,Sweden,59.3293,18.0686,Europe/Stockholm,Telecom3,,AS29518 Bredband2 AB
2053,Florida,United States,28.0699,-81.8107,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
2054,Brussels Capital,Belgium,50.8774,4.42403,Europe/Brussels,Orange Belgium SA,,AS47377 Orange Belgium SA
2055,California,United States,37.3931,-121.962,America/Los_Angeles,The Constant Company,"Vultr Holdings, LLC","AS20473 The Constant Company, LLC"
2056,Tennessee,United States,36.4028,-86.467,America/Chicago,"AT&T Services, Inc.","AT&T Services, Inc.","AS7018 AT&T Services, Inc."
2057,Gansu,China,35.7518,104.286,Asia/Shanghai,Chinanet,Chinanet GS,AS4134 CHINANET-BACKBONE
2058,Provence-Alpes-Côte d'Azur,France,43.7045,7.2597,Europe/Paris,Orange,,AS3215 Orange S.A.
2059,West Bengal,India,22.518,88.3832,Asia/Kolkata,BHARTI,BCL NORTH,AS45609 Bharti Airtel Ltd. AS for GPRS Service
2060,Kanagawa,Japan,35.2319,139.6911,Asia/Tokyo,Kddi Corporation,KDDI,AS2516 KDDI CORPORATION
2061,Colorado,United States,39.5781,-104.856,America/Denver,JAB Wireless,"JAB Wireless, INC.",
2062,Michigan,United States,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,
2063,North Holland,The Netherlands,52.3676,4.90414,Europe/Amsterdam,Vodafone Libertel B.V.,Ziggo CM,AS33915 Vodafone Libertel B.V.
2064,Kyoto,Japan,35.0203,135.7602,Asia/Tokyo,OPTAGE Inc.,OPTAGE Inc.,AS17511 OPTAGE Inc.
2065,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
2066,Colorado,United States,39.6029,-104.889,America/Denver,Charter Communications Inc,Spectrum,AS20001 Charter Communications Inc
2067,California,United States,37.4161,-122.146,America/Los_Angeles,Amazon Technologies Inc.,DXC US Latin America Corporation,
2068,California,United States,34.0522,-118.244,America/Los_Angeles,"Wayport, LLC","Wayport, Inc.",AS14654 AT&T Corp.
2069,Maryland,United States,39.1793,-77.2469,America/New_York,Hughes Network Systems,"Hughes Network Systems, LLC","AS6621 Hughes Network Systems, LLC"
2070,Jiangsu,China,32.0603,118.797,Asia/Shanghai,CERNET,,AS132553 China University of Petroleum (East China)
2071,Jiangsu,China,32.0589,118.7738,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
2072,Heilongjiang,China,45.7421,126.663,Asia/Shanghai,Chinanet,Communication Corporation,AS4134 CHINANET-BACKBONE
2073,Florida,United States,26.6642,-80.1732,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS20214 Comcast Cable Communications, LLC"
2074,Selangor,Malaysia,3.06858,101.571,Asia/Kuala_Lumpur,"DiGi Telecommunications Sdn Bhd., Digi Internet Exchange",DiGi Telecommunications Sdn Bhd,AS4818 DiGi Telecommunications Sdn. Bhd.
2075,Nagano,Japan,35.823,137.9532,Asia/Tokyo,"Research Organization of Information and Systems, National Institute of Informa",Shinshu University,"AS2907 Research Organization of Information and Systems, National Institute of Informatics"
2076,Zhejiang,China,29.9982,120.583,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE
2077,Gujarat,India,22.3008,73.2043,Asia/Kolkata,BSNL Internet,NIB,AS9829 National Internet Backbone
2078,Kanagawa,Japan,35.4207,139.5537,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
2079,Île-de-France,France,48.8566,2.35222,Europe/Paris,Societe Internationale de Telecommunications Aeronautiques,Societe Internationale de Telecommunications Aeronautiques,
2080,Hyōgo,Japan,34.7961,135.4005,Asia/Tokyo,OPTAGE Inc.,OPTAGE Inc.,AS17511 OPTAGE Inc.
2081,Colorado,United States,39.9209,-105.144,America/Denver,"Level 3 Communications, Inc.",Level 3,"AS3356 Level 3 Parent, LLC"
2082,Zhejiang,China,30.2741,120.155,Asia/Shanghai,China Mobile Communications Corporation,China Mobile,AS56041 China Mobile communications corporation
2083,Hesse,Germany,50.1109,8.68213,Europe/Berlin,Amazon.com,AWS EC2 (eu-central-1),"AS16509 Amazon.com, Inc."
2084,São Paulo,Brazil,-21.9034,-47.8788,America/Sao_Paulo,Universidade De SAO Paulo,Universidade De SAO Paulo,AS28571 UNIVERSIDADE DE SAO PAULO
2085,Hưng Yên Province,Vietnam,20.6473,106.047,Asia/Bangkok,VNPT-VNNIC,VietNam Post and Telecom Corporation,AS45899 VNPT Corp
2086,Lombardy,Italy,45.5721,9.078,Europe/Rome,Telecom Italia S.p.A. TIN EASY LITE,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
2087,Oregon,United States,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
2088,Arkansas,United States,34.7867,-92.3969,America/Chicago,Windstream Communications LLC,Windstream Communications LLC,
2089,Casablanca-Settat,Morocco,33.5304,-7.64447,Africa/Casablanca,MEDITELECOM,Orange Morocco,AS36925 MEDITELECOM
2090,Jalisco,Mexico,20.5225,-103.1951,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET
2091,Arizona,United States,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
2092,Connecticut,United States,41.0641,-73.548,America/New_York,Cablevision Systems Corp.,Optimum Online (Cablevision Systems),AS6128 Cablevision Systems Corp.
2093,Ohio,United States,40.8133,-81.4971,America/New_York,Department of Administrative Services,Department of Administrative Services,AS19902 Department of Administrative Services
2094,Oregon,United States,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
2095,Illinois,United States,41.8781,-87.6298,America/Chicago,A100 ROW Inc,A100 ROW Inc,
2096,Chiba,Japan,35.6862,140.1642,Asia/Tokyo,296 BROAD NET Com Inc,CABLENET296,AS17682 296 BROAD NET Com Inc
2097,Santa Catarina,Brazil,-26.8236,-49.2864,America/Sao_Paulo,UNIFIQUE TELECOMUNICACOES S/A,UNIFIQUE TELECOMUNICACOES S/A,AS28343 UNIFIQUE TELECOMUNICACOES S/A
2098,California,United States,34.0522,-118.244,America/Los_Angeles,Charter Communications,Spectrum,AS20001 Charter Communications Inc
2099,Cairo Governorate,Egypt,30.0588,31.2268,Africa/Cairo,The Egyptian Company for Mobile Services,Orange Egypt,AS37069 The Egyptian Company for Mobile Services (Mobinil)
2100,Shandong,China,36.061,120.3814,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
2101,California,United States,37.7934,-122.403,America/Los_Angeles,Wells Fargo & Company,Wells Fargo & Company,
2102,Tochigi,Japan,36.5644,139.8928,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
2103,Porto,Portugal,41.1384,-8.6168,Europe/Lisbon,NOS Comunicacoes S.A.,TVCABO-Portugal,"AS2860 NOS COMUNICACOES, S.A."
2104,Sichuan,China,30.2638,102.805,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE
2105,Gyeonggi-do,South Korea,37.5162,127.099,Asia/Seoul,SamsungSDS Inc.,Samsungsds,AS6619 SamsungSDS Inc.
2106,California,United States,37.412,-122.148,America/Los_Angeles,HP Inc.,HP Inc,
2107,Mie,Japan,34.7385,136.5207,Asia/Tokyo,"Chubu Telecommunications Company, Inc.","Chubu Telecommunications Co., Inc.","AS18126 Chubu Telecommunications Company, Inc."
2108,Guangdong,China,22.5431,114.058,Asia/Shanghai,China Mobile communications corporation,China Mobile,"AS9808 China Mobile Communications Group Co., Ltd."
2109,Baden-Wurttemberg,Germany,48.767,9.1827,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
2110,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
2111,Paraná,Brazil,-25.5026,-49.2908,America/Sao_Paulo,V tal,V tal,AS8167 V tal
2112,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
2113,Minnesota,United States,44.9493,-93.2608,America/Chicago,"Allina Health System, Inc.","Allina Health System, Inc.","AS7800 Allina Health System, Inc."
